Type	TitleID	Name	Achievement	ColorDesc	ColorID	GTopColorID	GBottomColorID	OutlineColorID	Timeout	ImgAltlas	ImgPrefix	EffectResID	EffecUitResID	Rank	WorldNotify	Desc	Quality	Icon
PowerOpenSrvActivity3	5008	桃花第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity4	5009	逍遥第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity5	5010	武当第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity6	5011	天忍第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity7	5012	少林第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity8	5013	翠烟第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity9	5014	唐门第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity10	5015	昆仑第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity11	5016	丐帮第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity12	5017	五毒第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity13	5018	藏剑第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity14	5019	长歌第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity15	5020	天山第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity16	5021	霸刀第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity17	5022	华山第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity18	5023	明教第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity19	5024	段氏第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity20	5025	万花第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6	
PowerOpenSrvActivity21	5026	杨门第一	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服战力冲榜活动中战力排名[FFFE0D]第1[-]，荣获此称号，有效期[FFFE0D]30天[-]	6
WeekendQuestionTitle1	5030	见多识广	Title_Normal;Title_Purple	紫色称号	200	207	208	209	864000					1		恭喜侠士在乱点鸳鸯谱活动中答对[FFFE0D]10[-]题，荣获此称号，有效期[FFFE0D]10天[-]	4	
WeekendQuestionTitle2	5031	博古通今	Title_Normal;Title_Pink	粉色称号	200	210	211	212	864000					1		恭喜侠士在乱点鸳鸯谱活动中答对[FFFE0D]16[-]题，荣获此称号，有效期[FFFE0D]10天[-]	5	
WeekendIdiom	5032	入室升堂	Title_Normal;Title_Pink	粉色称号	200	210	211	212	864000					1		恭喜侠士在有缘一线牵中获得[FFFE0D]40[-]积分，荣获此称号，有效期[FFFE0D]10天[-]	5	
DefendFubenTitle1	5033	情比金坚	Title_Normal;Title_Pink	粉色称号	200	210	211	212	864000					1		恭喜侠士在缘定长相守中成功防御[FFFE0D]6[-]轮，荣获此称号，有效期[FFFE0D]10天[-]	5	
DianTaiChengHao_1	6888	酒不醉人人自醉	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000				9324	1		对在忘忧电台留下故事之人的馈赠。忘忧电台，你耳边的剑侠情缘！	5
DianTaiChengHao_2	6889	酒不醉人人自醉	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000				9324	1		对在忘忧电台留下故事之人的馈赠。忘忧电台，你耳边的剑侠情缘！	5
DianTaiChengHao_3	6890	酒不醉人人自醉	Title_Normal;Title_Pink	粉色称号	200	210	211	212	604800				9324	1		对在忘忧电台留下故事之人的馈赠。忘忧电台，你耳边的剑侠情缘！	5
Laba_Messenger1	5034	赏善罚恶使	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		腊八节活动	4	
Laba_Boss1	5035	伪侠客岛主	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		腊八节活动	4	
Laba_Boss2	5036	幕后黑手	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		腊八节活动	5	
LaBa_Wish_1	5037	众星捧月	Title_Normal;Title_Pink	粉色称号	200	210	211	212	864000							许愿树活动中点赞排名获得的称号	5	
LaBa_Wish_2	5038	一枝独秀	Title_Normal;Title_Purple	紫色称号	200	207	208	209	864000							许愿树活动中点赞排名获得的称号	4	
LaBa_Wish_3	5039	独领风骚	Title_Normal;	蓝色称号	200	204	205	206	864000							许愿树活动中点赞排名获得的称号	3	
ValentinesDayTitle1	5040	比翼双飞	Title_Normal;Title_Pink	粉色称号	200	210	211	212								泛舟江湖情人结活动中获得的可选称号	5	
ValentinesDayTitle2	5041	金风玉露	Title_Normal;Title_Pink	粉色称号	200	210	211	212								泛舟江湖情人结活动中获得的可选称号	5	
ValentinesDayTitle3	5042	天作之合	Title_Normal;Title_Pink	粉色称号	200	210	211	212								泛舟江湖情人结活动中获得的可选称号	5	
ValentinesDayTitle4	5043	至死不渝	Title_Normal;Title_Pink	粉色称号	200	210	211	212								泛舟江湖情人结活动中获得的可选称号	5	
ValentinesDayTitle5	5044	心有灵犀	Title_Normal;Title_Pink	粉色称号	200	210	211	212								泛舟江湖情人结活动中获得的可选称号	5	
ValentinesDayTitle6	5045	两情相悦	Title_Normal;Title_Pink	粉色称号	200	210	211	212								泛舟江湖情人结活动中获得的可选称号	5	
ValentinesDayTitle7	5046	郎情妾意	Title_Normal;Title_Pink	粉色称号	200	210	211	212								泛舟江湖情人结活动中获得的可选称号	5	
ValentinesDayTitle8	5047	琴瑟和鸣	Title_Normal;Title_Pink	粉色称号	200	210	211	212								泛舟江湖情人结活动中获得的可选称号	5	
ValentinesDayTitle9	5048	花好月圆	Title_Normal;Title_Pink	粉色称号	200	210	211	212								泛舟江湖情人结活动中获得的可选称号	5	
ValentinesDayTitle10	5049	相濡以沫	Title_Normal;Title_Pink	粉色称号	200	210	211	212								泛舟江湖情人结活动中获得的可选称号	5	
ArborDay1	5050	空谷幽兰	Title_Normal;Title_Purple	紫色称号	200	207	208	209								情缘节活动中获得的可选称号	4	
ArborDay2	5051	拈花弄月	Title_Normal;Title_Purple	紫色称号	200	207	208	209								情缘节活动中获得的可选称号	4	
ArborDay3	5052	闭月羞花	Title_Normal;Title_Purple	紫色称号	200	207	208	209								情缘节活动中获得的可选称号	4	
ArborDay4	5053	春泥护花	Title_Normal;Title_Purple	紫色称号	200	207	208	209								情缘节活动中获得的可选称号	4	
ArborDay5	5054	飞燕衔泥	Title_Normal;Title_Purple	紫色称号	200	207	208	209								情缘节活动中获得的可选称号	4	
ArborDay6	5055	珠联壁合	Title_Normal;Title_Pink	粉色称号	200	210	211	212								情缘节活动中获得的可选称号	5	
ArborDay7	5056	凤凰于飞 	Title_Normal;Title_Pink	粉色称号	200	210	211	212								情缘节活动中获得的可选称号	5	
ArborDay8	5057	比翼连理	Title_Normal;Title_Pink	粉色称号	200	210	211	212								情缘节活动中获得的可选称号	5	
ArborDay9	5058	心心相印	Title_Normal;Title_Pink	粉色称号	200	210	211	212								情缘节活动中获得的可选称号	5	
ArborDay10	5059	花好月圆	Title_Normal;Title_Pink	粉色称号	200	210	211	212								情缘节活动中获得的可选称号	5	
LevelOpenSrvActivity3	5060	一骑绝尘	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		恭喜侠士在开服等级冲榜活动中排名[FFFE0D]第一[-]，获得此称号	6	
LevelOpenSrvActivity4	5061	风驰电掣	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		恭喜侠士在开服等级冲榜活动中排名[FFFE0D]前十[-]，获得此称号	5	
LevelOpenSrvActivity5	5062	蹑景追风	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		恭喜侠士在开服等级冲榜活动中排名[FFFE0D]前一百[-]，获得此称号	4	
LingTuZhan_1	6833	王者之师	Title_Normal;Title_Gold	金色称号	200	216	217	218	7776000					1		在领土战赛季结算时占领领土总星级排名第一名获得该称号	6
LingTuZhan_2	6834	决胜千里	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		在领土战赛季结算时占领领土总星级排名第二、三名获得该称号	6
LingTuZhan_3	6835	鹰击长空	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		在领土战赛季结算时占领领土总星级排名第四、五名获得该称号	6
LingTuZhan_city	6836	权倾天下	Title_Normal;Title_Orange	橙色称号	200	213	214	215	7776000					1		在领土战中占领城市获得该称号	6
Loveday_1	6829	心上人	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		在「情缘节」活动中排行榜排名6-20名获得此称号	4
Loveday_2	6830	"凤凰于飞 "	Title_Normal;Title_Pink	粉色称号	200	210	211	212					9948	1		在「情缘节」活动中排行榜排名1-5名获得此称号	5
daiyanren5	5063	江湖名侠	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		代言人活动	5	
daiyanren6	5064	江湖名侠	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		代言人活动	5	
daiyanren7	5065	心新相惜	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		通过参与代言人比武招亲获得	5	
daiyanren8	5066	心心向颖	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		通过参与代言人比武招亲获得	5	
daiyanren9	5067	林更新的意中人	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		通过参与代言人比武招亲并获得优胜	5	
daiyanren10	5068	颖宝宝的意中人	Title_Normal;Title_Pink	粉色称号	200	210	211	212	7776000					1		通过参与代言人比武招亲并获得优胜	5	
FathersDay1	5069	师徒情深	Title_Normal;Title_Purple	紫色称号	200	207	208	209								一朝桃李遍天下活动中获得的可选称号	4	
FathersDay2	5070	栉风沐雨	Title_Normal;Title_Purple	紫色称号	200	207	208	209								一朝桃李遍天下活动中获得的可选称号	4	
FathersDay3	5071	贤师高足	Title_Normal;Title_Purple	紫色称号	200	207	208	209								一朝桃李遍天下活动中获得的可选称号	4	
FathersDay4	5072	一字之师	Title_Normal;Title_Purple	紫色称号	200	207	208	209								一朝桃李遍天下活动中获得的可选称号	4	
FathersDay5	5073	衣钵相承	Title_Normal;Title_Purple	紫色称号	200	207	208	209								一朝桃李遍天下活动中获得的可选称号	4	
FathersDay6	5074	随风潜入夜	Title_Normal;Title_Pink	粉色称号	200	210	211	212								一朝桃李遍天下活动中获得的可选称号	5	
FathersDay7	5075	润物细无声	Title_Normal;Title_Pink	粉色称号	200	210	211	212								一朝桃李遍天下活动中获得的可选称号	5	
FathersDay8	5076	名师出高徒	Title_Normal;Title_Pink	粉色称号	200	210	211	212								一朝桃李遍天下活动中获得的可选称号	5	
FathersDay9	5077	桃李遍天下	Title_Normal;Title_Pink	粉色称号	200	210	211	212								一朝桃李遍天下活动中获得的可选称号	5	
FathersDay10	5078	一日为师终身父	Title_Normal;Title_Pink	粉色称号	200	210	211	212								一朝桃李遍天下活动中获得的可选称号	5	
Wish1	5079	天从人愿	Title_Normal;Title_Orange	橙色称号	200	213	214	215						1		心想事成活动中许愿排行榜排名获得的称号	6	
Wish2	5080	如愿以偿	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		心想事成活动中许愿排行榜排名获得的称号	5	
Wish3	5081	心想事成	Title_Normal;Title_Purple	紫色称号	200	207	208	209						1		心想事成活动中许愿排行榜排名获得的称号	4	
KinsecretFuben1	5100	锐金之力护体	Title_Normal;Title_Gold	金色称号	200	216	217	218									7	
KinsecretFuben2	5101	巨木之力护体		绿色称号	200	201	202	203									2	
KinsecretFuben3	5102	洪水之力护体		白色称号	200												1	
KinsecretFuben4	5103	烈火之力护体		红色称号	200	222	223	224										
KinsecretFuben5	5104	厚土之力护体	Title_Normal;Title_Orange	橙色称号	200	213	214	215									6	
KinsecretFuben6	5105	反弹近战伤害		红色称号	200	222	223	224										
KinsecretFuben7	5106	反弹远程伤害		红色称号	200	222	223	224										
DomainActivity	6000	襄阳城主	Title_Normal;Title_Gold	金色称号	200	216	217	218						1		在攻城战中夺取襄阳，成为城主的称号！	7	
CrossDomainActivity	6001	临安城主	Title_Normal;Title_Gold	金色称号	200	216	217	218		UI/Atlas/BeautyTitle/BeautyTitle4.prefab  	LACZTitle	9249		1		在跨服攻城战中夺取临安，成为城主的称号！	7	
TeacherStudent1	6100	师徒称号	Title_Normal;	特殊称号（绿色）	200	219	220	221						1		结成师徒关系后独有的师徒称号	2	
TeacherStudent2	6101	师徒称号	Title_Normal;	特殊称号（绿色）	200	219	220	221						1		结成师徒关系后独有的师徒称号	2	
TeacherStudent3	6102	师徒称号	Title_Normal;	特殊称号（绿色）	200	219	220	221						1		结成师徒关系后独有的师徒称号	2	
TeacherStudent4	6103	师徒称号	Title_Normal;	特殊称号（绿色）	200	219	220	221						1		结成师徒关系后独有的师徒称号	2	
TeacherStudent5	6104	师徒称号	Title_Normal;	特殊称号（绿色）	200	219	220	221						1		结成师徒关系后独有的师徒称号	2	
BiWuZhaoQin	6200	情缘称号	Title_Normal;Title_Pink	粉色称号	200	210	211	212						1		结成情缘关系时，自定义的称号！	5	
jiebai1	6501	结拜称号	Title_Normal;	特殊称号（绿色）	200	219	220	221						1		结拜后获得的金兰称号	2	
JinXiuShanHe_title1	6736	遍访山川无遗处	Title_Normal;Title_Orange	橙色称号	200	213	214	215	15552000					1		锦绣山河收集第1名获得此称号	6
JinXiuShanHe_title2	6737	朝碧海而暮苍梧	Title_Normal;Title_Pink	粉色称号	200	210	211	212	15552000					1		锦绣山河收集第2~3名获得此称号	5
HuaShanLunJian01	7000	江湖精英	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		在华山论剑比赛中，你的武艺获得了大家的肯定！	4	
HuaShanLunJian01	7001	武林高手	Title_Normal;Title_Purple	紫色称号	200	207	208	209	2592000					1		在华山论剑比赛中，你的武功高强，大家奔走相告！	4	
HuaShanLunJian01	7002	武林豪杰	Title_Normal;Title_Pink	粉色称号	200	210	211	212	2592000					1		在华山论剑比赛中，公认为一流高手才能获得的称号！	5	
HuaShanLunJian01	7003	名震江湖	Title_Normal;Title_Orange	橙色称号	200	213	214	215	2592000					1		在华山论剑比赛中，所在战队排名前八获得的称号！	6	
HuaShanLunJian01	7004	华山之巅	Title_Normal;Title_Gold	金色称号	200	216	217	218	2592000					1		在华山论剑比赛中，所在战队获得冠军奖励的称号！	7	
HuaShanLunJian	7006	战队成员临时称号1		红色称号	200	222	223	224						1		华山论剑战队比赛临时称号		
HuaShanLunJian	7007	战队成员临时称号2		蓝色称号	200	204	205	206						1		华山论剑战队比赛临时称号	3	
WuLinDaHui1	7100	双人赛挑战者	Title_Normal;Title_Purple	紫色称号	200	207	208	209	15768000					1		具有武林大会双人赛参与资格的江湖高手才能拥有的称号！	4	
WuLinDaHui1	7101	双人赛高手	Title_Normal;Title_Purple	紫色称号	200	207	208	209	15768000					1		在武林大会双人赛中，进入百强的高手才能获得的称号！	4	
WuLinDaHui1	7102	双人赛决赛豪杰	Title_Normal;Title_Pink	粉色称号	200	210	211	212	15768000					1		在武林大会双人赛中，进入十六强的高手将晋级决赛，并获得此称号！	5	
WuLinDaHui1	7103	武林名侠	Title_Normal;Title_Orange	橙色称号	200	213	214	215	15768000	UI/Atlas/BeautyTitle/BeautyTitle.prefab  	WLMXTitle1_			1		在武林大会双人赛中，进入四强的高手才能获得的称号！	6	
WuLinDaHui1	7104	武林至尊	Title_Normal;Title_Gold	金色称号	200	216	217	218	15768000	UI/Atlas/BeautyTitle/BeautyTitle2.prefab  	WLZZTitle1_	9191		1		在武林大会双人赛中，获得冠军的高手才能获得的称号！	7	
WuLinDaHui2	7105	三人赛挑战者	Title_Normal;Title_Purple	紫色称号	200	207	208	209	15768000					1		具有武林大会三人赛参与资格的江湖高手才能拥有的称号！	4	
WuLinDaHui2	7106	三人赛高手	Title_Normal;Title_Purple	紫色称号	200	207	208	209	15768000					1		在武林大会三人赛中，进入百强的高手才能获得的称号！	4	
WuLinDaHui2	7107	三人赛决赛豪杰	Title_Normal;Title_Pink	粉色称号	200	210	211	212	15768000					1		在武林大会三人赛中，进入十六强的高手将晋级决赛，并获得此称号！	5	
WuLinDaHui2	7108	武林名侠	Title_Normal;Title_Orange	橙色称号	200	213	214	215	15768000	UI/Atlas/BeautyTitle/BeautyTitle.prefab  	WLMXTitle2_			1		在武林大会三人赛中，进入四强的高手才能获得的称号！	6	
WuLinDaHui2	7109	武林至尊	Title_Normal;Title_Gold	金色称号	200	216	217	218	15768000	UI/Atlas/BeautyTitle/BeautyTitle2.prefab  	WLZZTitle2_	9191		1		在武林大会三人赛中，获得冠军的高手才能获得的称号！	7	
WuLinDaHui3	7110	决斗赛挑战者	Title_Normal;Title_Purple	紫色称号	200	207	208	209	15768000					1		具有武林大会三人决斗赛参与资格的江湖高手才能拥有的称号！	4	
WuLinDaHui3	7111	决斗赛高手	Title_Normal;Title_Purple	紫色称号	200	207	208	209	15768000					1		在武林大会三人决斗赛中，进入百强的高手才能获得的称号！	4	
WuLinDaHui3	7112	决斗赛决赛豪杰	Title_Normal;Title_Pink	粉色称号	200	210	211	212	15768000					1		在武林大会三人决斗赛中，进入十六强的高手将晋级决赛，并获得此称号！	5	
WuLinDaHui3	7113	武林名侠	Title_Normal;Title_Orange	橙色称号	200	213	214	215	15768000	UI/Atlas/BeautyTitle/BeautyTitle2.prefab  	WLMXTitle3_			1		在武林大会三人决斗赛中，进入四强的高手才能获得的称号！	6	
WuLinDaHui3	7114	武林至尊	Title_Normal;Title_Gold	金色称号	200	216	217	218	15768000	UI/Atlas/BeautyTitle/BeautyTitle2.prefab  	WLZZTitle3_	9191		1		在武林大会三人决斗赛中，获得冠军的高手才能获得的称号！	7	
WuLinDaHui4	7115	四人赛挑战者	Title_Normal;Title_Purple	紫色称号	200	207	208	209	15768000					1		具有武林大会四人赛参与资格的江湖高手才能拥有的称号！	4	
WuLinDaHui4	7116	四人赛高手	Title_Normal;Title_Purple	紫色称号	200	207	208	209	15768000					1		在武林大会四人赛中，进入前八十强的高手才能获得的称号！	4	
WuLinDaHui4	7117	四人赛决赛豪杰	Title_Normal;Title_Pink	粉色称号	200	210	211	212	15768000					1		在武林大会四人赛中，进入十六强的高手将晋级决赛，并获得此称号！	5	
WuLinDaHui4	7118	武林名侠	Title_Normal;Title_Orange	橙色称号	200	213	214	215	15768000	UI/Atlas/BeautyTitle/BeautyTitle2.prefab  	WLMXTitle4_			1		在武林大会四人赛中，进入四强的高手才能获得的称号！	6	
WuLinDaHui4	7119	武林至尊	Title_Normal;Title_Gold	金色称号	200	216	217	218	15768000	UI/Atlas/BeautyTitle/BeautyTitle3.prefab  	WLZZTitle4_	9191		1		在武林大会四人赛中，获得冠军的高手才能获得的称号！	7	
BeautyPageantTitle7	7198	武林第三美女	Title_Normal;Title_Gold	金色称号（图片字）	200	216	217	218	31536000	UI/Atlas/BeautyTitle/BeautyTitle5.prefab  	BeautyTitle5_	9171		1		获得「武林第一美女评选」决赛季军，装备该称号后可以获得「红粉青蛾」角色身体特效	7	
BeautyPageantTitle8	7199	武林第二美女	Title_Normal;Title_Gold	金色称号（图片字）	200	216	217	218	31536000	UI/Atlas/BeautyTitle/BeautyTitle4.prefab  	BeautyTitle4_	9171		1		获得「武林第一美女评选」决赛亚军，装备该称号后可以获得「红粉青蛾」角色身体特效	7	
BeautyPageantTitle1	7200	武林第一美女	Title_Normal;Title_Gold	金色称号（图片字）	200	216	217	218	31536000	UI/Atlas/BeautyTitle/BeautyTitle.prefab  	BeautyTitle3_	9171		1		获得「武林第一美女评选」决赛冠军，装备该称号后可以获得「红粉青蛾」角色身体特效	7	
BeautyPageantTitle2	7201	武林十大美女	Title_Normal;Title_Gold	金色称号（图片字）	200	216	217	218	31536000	UI/Atlas/BeautyTitle/BeautyTitle.prefab  	BeautyTitle2_	9171		1		获得「武林第一美女评选」决赛十强，装备该称号后可以获得「红粉青蛾」角色身体特效	7	
BeautyPageantTitle3	7202	本服第一美女	Title_Normal;Title_Orange	橙色称号（图片字）	200	213	214	215	31536000	UI/Atlas/BeautyTitle/BeautyTitle.prefab  	BeautyTitle1_	9170		1		获得「武林第一美女评选」海选赛冠军，装备该称号后可以获得「红粉青蛾」角色身体特效	6	
BeautyPageantTitle4	7203	本服十大美女	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000			9170		1		获得「武林第一美女评选」海选赛十强，装备该称号后可以获得「红粉青蛾」角色身体特效	6	
BeautyPageantTitle5	7204	秋水伊人	Title_Normal;Title_Pink	粉色称号	200	210	211	212	31536000					1		「武林第一美女评选」海选赛中获投199票	5	
BeautyPageantTitle6	7205	国色天香	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000					1		「武林第一美女评选」决赛中获投8000票	6	
GoodVoiceTitle1	7206	仙籁之音	Title_Normal;Title_Gold	金色称号（图片字）	200	216	217	218	31536000	UI/Atlas/BeautyTitle/BeautyTitle3.prefab  	GoodVoiceTitle1_	9251		1		获得「剑侠好声音」决赛冠军，装备该称号后可以获得「余音绕梁」角色身体特效	7	
GoodVoiceTitle2	7207	凤凰之鸣	Title_Normal;Title_Gold	金色称号（图片字）	200	216	217	218	31536000	UI/Atlas/BeautyTitle/BeautyTitle3.prefab  	GoodVoiceTitle2_	9245		1		获得「剑侠好声音」决赛亚军，装备该称号后可以获得「余音绕梁」角色身体特效	7	
GoodVoiceTitle3	7208	珠玉之声	Title_Normal;Title_Gold	金色称号（图片字）	200	216	217	218	31536000	UI/Atlas/BeautyTitle/BeautyTitle3.prefab  	GoodVoiceTitle3_	9246		1		获得「剑侠好声音」决赛季军，装备该称号后可以获得「余音绕梁」角色身体特效	7	
GoodVoiceTitle4	7209	声动四海	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000	UI/Atlas/BeautyTitle/BeautyTitle4.prefab  	GoodVoiceTitle4_	9247		1		获得「剑侠好声音」复赛冠军，装备该称号后可以获得「余音绕梁」角色身体特效	6	
GoodVoiceTitle5	7210	声动梁尘	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000	UI/Atlas/BeautyTitle/BeautyTitle4.prefab  	GoodVoiceTitle5_	9248		1		获得「剑侠好声音」海选赛冠军，装备该称号后可以获得「余音绕梁」角色身体特效	6	
GoodVoiceTitle6	7211	空谷传声	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000			9248		1		获得「剑侠好声音」海选赛十强，装备该称号后可以获得「余音绕梁」角色身体特效	6	
GoodVoiceTitle7	7212	声名鹊起	Title_Normal;Title_Purple	紫色称号	200	207	208	209	31536000					1		「剑侠好声音」海选赛中获投199票	4	
GoodVoiceTitle8	7213	一曲红绡不知数	Title_Normal;Title_Pink	粉色称号	200	210	211	212	31536000					1		「剑侠好声音」投票数达到10000票获得的称号	5	
GoodVoiceTitle9	7214	人间难得是知音	Title_Normal;Title_Pink	粉色称号	200	210	211	212	31536000					1		「剑侠好声音」投票总榜前十获得的称号	5	
GoodVoiceTitle10	7215	华东最强声	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000			9247		1		获得「剑侠好声音」复赛华东地区冠军，装备该称号后可以获得「余音绕梁」角色身体特效	6	
GoodVoiceTitle11	7216	华南最强声	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000			9247		1		获得「剑侠好声音」复赛华南地区冠军，装备该称号后可以获得「余音绕梁」角色身体特效	6	
GoodVoiceTitle12	7217	华中最强声	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000			9247		1		获得「剑侠好声音」复赛华中地区冠军，装备该称号后可以获得「余音绕梁」角色身体特效	6	
GoodVoiceTitle13	7218	华北最强声	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000			9247		1		获得「剑侠好声音」复赛华北地区冠军，装备该称号后可以获得「余音绕梁」角色身体特效	6	
GoodVoiceTitle14	7219	西北最强声	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000			9247		1		获得「剑侠好声音」复赛西北地区冠军，装备该称号后可以获得「余音绕梁」角色身体特效	6	
GoodVoiceTitle15	7220	西南最强声	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000			9247		1		获得「剑侠好声音」复赛西南地区冠军，装备该称号后可以获得「余音绕梁」角色身体特效	6	
GoodVoiceTitle16	7221	东北最强声	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000			9247		1		获得「剑侠好声音」复赛东北地区冠军，装备该称号后可以获得「余音绕梁」角色身体特效	6	
GoodVoiceTitle17	7222	港澳台最强声	Title_Normal;Title_Orange	橙色称号	200	213	214	215	31536000			9247		1		获得「剑侠好声音」复赛港澳台地区冠军，装备该称号后可以获得「余音绕梁」角色身体特效	6	
GoodVoiceTitle18	7223	华东好声音	Title_Normal;Title_Pink	粉色称号	200	210	211	212	31536000							获得「剑侠好声音」复赛华东地区前三	5	
GoodVoiceTitle19	7224	华南好声音	Title_Normal;Title_Pink	粉色称号	200	210	211	212	31536000							获得「剑侠好声音」复赛华南地区前三	5	
GoodVoiceTitle20	7225	华中好声音	Title_Normal;Title_Pink	粉色称号	200	210	211	212	31536000							获得「剑侠好声音」复赛华中地区前三	5	
