ShowType	Name	GroupName	Faction	Sex	ResId	EffectResId	IconId	BigIconId	Desc	Desc2
100031	燕鸣枝头·虚紫蓝	All_f	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	2	135		11251	11251	女挂饰T6	
100032	翩跹汝梦·水墨白	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	141		11648	11648	男挂饰T7	
100033	翩跹汝梦·玫瑰粉	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	142		11649	11649	男挂饰T7	
100034	翩跹汝梦·翡翠绿	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	143		11650	11650	男挂饰T7	
100035	翩跹汝梦·蝴蝶蓝	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	144		11651	11651	男挂饰T7	
100036	翩跹汝梦·夜墨蓝	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	145		11652	11652	男挂饰T7	
100037	翩跹汝梦·朱砂红	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	146		11756	11756	男挂饰T7	
100038	翩跹汝梦·罗兰紫	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	147		11757	11757	男挂饰T7	
100039	翩跹汝梦·浮影金	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	148		11758	11758	男挂饰T7	
100032	翩跹汝梦·水墨白	All_f	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	2	151		11648	11648	女挂饰T7	
100033	翩跹汝梦·玫瑰粉	All_f	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	2	152		11649	11649	女挂饰T7	
100034	翩跹汝梦·翡翠绿	All_f	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	2	153		11650	11650	女挂饰T7	
100035	翩跹汝梦·蝴蝶蓝	All_f	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	2	154		11651	11651	女挂饰T7	
100036	翩跹汝梦·夜墨蓝	All_f	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	2	155		11652	11652	女挂饰T7	
100037	翩跹汝梦·朱砂红	All_f	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	2	156		11756	11756	女挂饰T7	
100038	翩跹汝梦·罗兰紫	All_f	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	2	157		11757	11757	女挂饰T7	
100039	翩跹汝梦·浮影金	All_f	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	2	158		11758	11758	女挂饰T7	
100040	翅膀·水墨白	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	161		11805	11805	男挂饰T8	
100041	翅膀·玫瑰粉	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	162		11806	11806	男挂饰T8	
100042	翅膀·翡翠绿	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	163		11807	11807	男挂饰T8	
100043	翅膀·蝴蝶蓝	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	164		11808	11808	男挂饰T8	
100044	翅膀·夜墨蓝	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	165		11809	11809	男挂饰T8	
100045	翅膀·朱砂红	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	166		11810	11810	男挂饰T8	
100046	翅膀·罗兰紫	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	167		11811	11811	男挂饰T8	
100047	翅膀·浮影金	All_m	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21	1	168		11812	11812	男挂饰T8	
100040	翅膀·水墨白	f1	1|3|11|12|16|19	2	181		11805	11805	萝莉挂饰T8	
100041	翅膀·玫瑰粉	f1	1|3|11|12|16|19	2	182		11806	11806	萝莉挂饰T8	
100042	翅膀·翡翠绿	f1	1|3|11|12|16|19	2	183		11807	11807	萝莉挂饰T8	
100043	翅膀·蝴蝶蓝	f1	1|3|11|12|16|19	2	184		11808	11808	萝莉挂饰T8	
100044	翅膀·夜墨蓝	f1	1|3|11|12|16|19	2	185		11809	11809	萝莉挂饰T8	
100045	翅膀·朱砂红	f1	1|3|11|12|16|19	2	186		11810	11810	萝莉挂饰T8	
100046	翅膀·罗兰紫	f1	1|3|11|12|16|19	2	187		11811	11811	萝莉挂饰T8	
100047	翅膀·浮影金	f1	1|3|11|12|16|19	2	188		11812	11812	萝莉挂饰T8	
100040	翅膀·水墨白	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	171		11805	11805	标女挂饰T8	
100041	翅膀·玫瑰粉	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	172		11806	11806	标女挂饰T8	
100042	翅膀·翡翠绿	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	173		11807	11807	标女挂饰T8	
100043	翅膀·蝴蝶蓝	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	174		11808	11808	标女挂饰T8	
100044	翅膀·夜墨蓝	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	175		11809	11809	标女挂饰T8	
100045	翅膀·朱砂红	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	176		11810	11810	标女挂饰T8	
100046	翅膀·罗兰紫	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	177		11811	11811	标女挂饰T8	
100047	翅膀·浮影金	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	178		11812	11812	标女挂饰T8	
80001	青风·可穿戴	f1	1|3|11|12|16|19	2	50001		9564	9564	萝莉绿帽子	
80001	青风·可穿戴	f2	2|4|5|6|8|10|14|15|17|18|20|21	2	50002		9564	9564	标女绿帽子	
80001	青风·可穿戴	m1	4|5|6|9|13|15|17|18|19|20|21	1	50003		9564	9564	标男绿帽子	
80001	青风·可穿戴	m2	1|7|10|11|16	1	50004		9564	9564	壮男绿帽子	
1101	八棱锤	tw_f	1	2	10601		10101	10101	天王女武器T1	T1
1102	五星锤	tw_f	1	2	10602		10102	10102	天王女武器T2	T2
1103	亮银锤	tw_f	1	2	10603		10103	10103	天王女武器T3	T3
1104	霹雳锤	tw_f	1	2	10604		10104	10104	天王女武器T4	T4
1105	狼牙锤	tw_f	1	2	10605		10105	10105	天王女武器T5	T5
1106	裂心锤	tw_f	1	2	10606		10106	10106	天王女武器T6	T6
1107	金瓜锤	tw_f	1	2	10607		10107	10107	天王女武器T7	T7
1108	孽龙锤	tw_f	1	2	10608		10108	10108	天王女武器T8	T8
1109	破天锤	tw_f	1	2	10609		10109	10109	天王女武器T9	T9
1110	混元锤	tw_f	1	2	10610		10110	10110	天王女武器T10	T10
1201	【稀有】八棱锤	tw_f	1	2	10601		10101	10101	天王女稀有武器T1	T1
1202	【稀有】五星锤	tw_f	1	2	10602		10102	10102	天王女稀有武器T2	T2
1203	【稀有】亮银锤	tw_f	1	2	10603		10103	10103	天王女稀有武器T3	T3
1204	【稀有】霹雳锤	tw_f	1	2	10604		10104	10104	天王女稀有武器T4	T4
1205	【稀有】狼牙锤	tw_f	1	2	10605		10105	10105	天王女稀有武器T5	T5
1206	【稀有】裂心锤	tw_f	1	2	10606		10106	10106	天王女稀有武器T6	T6
1207	【稀有】金瓜锤	tw_f	1	2	10607		10107	10107	天王女稀有武器T7	T7
1208	【稀有】孽龙锤	tw_f	1	2	10608		10108	10108	天王女稀有武器T8	T8
1209	【稀有】破天锤	tw_f	1	2	10609		10109	10109	天王女稀有武器T9	T9
1210	【稀有】混元锤	tw_f	1	2	10610		10110	10110	天王女稀有武器T10	T10
1501	【传承】八棱锤	tw_f	1	2	10601		10101	10101	天王女传承武器T1	T1
1502	【传承】五星锤	tw_f	1	2	10602		10102	10102	天王女传承武器T2	T2
1503	【传承】亮银锤	tw_f	1	2	10603		10103	10103	天王女传承武器T3	T3
1504	【传承】霹雳锤	tw_f	1	2	10604		10104	10104	天王女传承武器T4	T4
1505	【传承】狼牙锤	tw_f	1	2	10605		10105	10105	天王女传承武器T5	T5
1506	【传承】裂心锤	tw_f	1	2	10606		10106	10106	天王女传承武器T6	T6
1507	【传承】金瓜锤	tw_f	1	2	10607		10107	10107	天王女传承武器T7	T7
1508	【传承】孽龙锤	tw_f	1	2	10608		10108	10108	天王女传承武器T8	T8
1509	【传承】破天锤	tw_f	1	2	10609		10109	10109	天王女传承武器T9	T9
1510	【传承】混元锤	tw_f	1	2	10610		10110	10110	天王女传承武器T10	T10
1306	【黄金】撼天之裂心锤	tw_f	1	2	10606		12013	12013	天王女黄金武器T6	T6
1307	【黄金】撼天之金瓜锤	tw_f	1	2	10607		12014	12014	天王女黄金武器T7	T7
1308	【黄金】撼天之孽龙锤	tw_f	1	2	10608		12015	12015	天王女黄金武器T8	T8
1309	【黄金】撼天之破天锤	tw_f	1	2	10609		12719	12719	天王女黄金武器T9	T9
1310	【黄金】撼天之混元锤	tw_f	1	2	10610		12720	12720	天王女黄金武器T10	T10
1411	【黄金】撼天之撼地锤	tw_f	1	2	10611		18081	18081	天王女黄金武器T11	T11
1412	【黄金】撼天之四象锤	tw_f	1	2	10612		18082	18082	天王女黄金武器T12	T12
1413	【黄金】撼天之五岳锤	tw_f	1	2	10613		18083	18083	天王女黄金武器T13	T13
1414	【黄金】撼天之冥狱锤	tw_f	1	2	10614		18084	18084	天王女黄金武器T14	T14
1415	【黄金】撼天之碧霄锤	tw_f	1	2	10615		18085	18085	天王女黄金武器T15	T15
1416	【黄金】撼天之铠钰锤	tw_f	1	2	10616		19021	19021	天王女黄金武器T16	T16
1417	【黄金】撼天之狼啸锤	tw_f	1	2	10617		19022	19022	天王女黄金武器T17	T17
1418	【黄金】撼天之天工锤	tw_f	1	2	10618		19023	19023	天王女黄金武器T18	T18
1419	【黄金】撼天之混元锤	tw_f	1	2	10619		19024	19024	天王女黄金武器T19	T19
1420	【黄金】撼天之混元锤	tw_f	1	2	10620		19025	19025	天王女黄金武器T20	T20
10001	八棱锤·辉煌金	tw_f	1	2	10601		10101	10101		
10002	五星锤·浮影金	tw_f	1	2	10602		10102	10102		
10003	亮银锤·浮影金	tw_f	1	2	10603		10103	10103		
10004	霹雳锤·幻金蓝	tw_f	1	2	10604		10104	10104		
10005	狼牙锤·月光银	tw_f	1	2	10605		10105	10105		
10006	裂心锤·月光银	tw_f	1	2	10606		10106	10106		
10007	金瓜锤·浮影金	tw_f	1	2	10607		10107	10107		
10008	孽龙锤·浮影金	tw_f	1	2	10608		10108	10108		
10009	破天锤·幻金蓝	tw_f	1	2	10609		10109	10109		
10010	混元锤·浮影金	tw_f	1	2	10610		10110	10110		
11100	黄铜锤·琥珀铜	tw_f	1	2	120		12173	12173		
11101	黄铜锤·夜墨蓝	tw_f	1	2	11001		12381	12381		
11102	黄铜锤·玫瑰粉	tw_f	1	2	11002		12382	12382		
11103	黄铜锤·月光银	tw_f	1	2	11003		12383	12383		
11104	八棱锤·虚紫蓝	tw_f	1	2	11004		12384	12384		
11105	八棱锤·月光银	tw_f	1	2	11005		12385	12385		
11106	八棱锤·浮影金	tw_f	1	2	11006		12386	12386		
11107	五星锤·幻金蓝	tw_f	1	2	11007		12387	12387		
11108	五星锤·月光银	tw_f	1	2	11008		12388	12388		
11109	五星锤·辉煌金	tw_f	1	2	11009		12389	12389		
11110	亮银锤·月光银	tw_f	1	2	11010		12390	12390		
11111	亮银锤·朱砂红	tw_f	1	2	11011		12391	12391		
11112	亮银锤·辉煌金	tw_f	1	2	11012		12392	12392		
11113	霹雳锤·落丹红	tw_f	1	2	11013		12393	12393		
11114	霹雳锤·浮影金	tw_f	1	2	11014		12394	12394		
11115	霹雳锤·杏笺黄	tw_f	1	2	11015		12395	12395		
11116	狼牙锤·薄荷绿	tw_f	1	2	11016		12396	12396		
11117	狼牙锤·浮影金	tw_f	1	2	11017		12397	12397		
11118	狼牙锤·翡翠绿	tw_f	1	2	11018		12398	12398		
11119	裂心锤·蝴蝶蓝	tw_f	1	2	11019		12399	12399		
11120	裂心锤·赤阳红	tw_f	1	2	11020		12400	12400		
11121	裂心锤·浮影金	tw_f	1	2	11021		12401	12401		
11122	金瓜锤·幽邃黑	tw_f	1	2	11022		12402	12402		
11123	金瓜锤·月光银	tw_f	1	2	11023		12403	12403		
11124	金瓜锤·玫瑰粉	tw_f	1	2	11024		12404	12404		
11125	孽龙锤·落丹红	tw_f	1	2	11025		12405	12405		
11126	孽龙锤·翡翠绿	tw_f	1	2	11026		12406	12406		
11127	孽龙锤·月光银	tw_f	1	2	11027		12407	12407		
11128	破天锤·玛瑙红	tw_f	1	2	11028		12408	12408		
11129	破天锤·妖姬蓝	tw_f	1	2	11029		12409	12409		
11130	破天锤·月光银	tw_f	1	2	11030		12410	12410		
11131	混元锤·墨血银	tw_f	1	2	11031		12411	12411		
11132	混元锤·妖姬蓝	tw_f	1	2	11032		12412	12412		
11133	混元锤·橄榄绿	tw_f	1	2	11033		12413	12413		
1311	撼地锤	tw_f	1	2	10611		15601	15601	天王女武器T11	T11
1312	四象锤	tw_f	1	2	10612		15602	15602	天王女武器T12	T12
1313	五岳锤	tw_f	1	2	10613		15603	15603	天王女武器T13	T13
1314	冥狱锤	tw_f	1	2	10614		15604	15604	天王女武器T14	T14
1315	碧霄锤	tw_f	1	2	10615		15605	15605	天王女武器T15	T15
1316	铠钰锤	tw_f	1	2	10616		15606	15606	天王女武器T16	T16
1317	狼啸锤	tw_f	1	2	10617		15607	15607	天王女武器T17	T17
1318	天工锤	tw_f	1	2	10618		15608	15608	天王女武器T18	T18
1319	天王武器T19	tw_f	1	2	10619		15609	15609	天王女武器T19	T19
1320	天王武器T20	tw_f	1	2	10620		15610	15610	天王女武器T20	T20
1211	【稀有】撼地锤	tw_f	1	2	10611		15601	15601	天王女稀有武器T11	T11
1212	【稀有】四象锤	tw_f	1	2	10612		15602	15602	天王女稀有武器T12	T12
1213	【稀有】五岳锤	tw_f	1	2	10613		15603	15603	天王女稀有武器T13	T13
1214	【稀有】冥狱锤	tw_f	1	2	10614		15604	15604	天王女稀有武器T14	T14
1215	【稀有】碧霄锤	tw_f	1	2	10615		15605	15605	天王女稀有武器T15	T15
1216	【稀有】铠钰锤	tw_f	1	2	10616		15606	15606	天王女稀有武器T16	T16
1217	【稀有】狼啸锤	tw_f	1	2	10617		15607	15607	天王女稀有武器T17	T17
1218	【稀有】天工锤	tw_f	1	2	10618		15608	15608	天王女稀有武器T18	T18
1219	【稀有】天王武器T19	tw_f	1	2	10619		15609	15609	天王女稀有武器T19	T19
1220	【稀有】天王武器T20	tw_f	1	2	10620		15610	15610	天王女稀有武器T20	T20
1511	【传承】撼地锤	tw_f	1	2	10611		15601	15601	天王女传承武器T11	T11
1512	【传承】四象锤	tw_f	1	2	10612		15602	15602	天王女传承武器T12	T12
1513	【传承】五岳锤	tw_f	1	2	10613		15603	15603	天王女传承武器T13	T13
1514	【传承】冥狱锤	tw_f	1	2	10614		15604	15604	天王女传承武器T14	T14
1515	【传承】碧霄锤	tw_f	1	2	10615		15605	15605	天王女传承武器T15	T15
1516	【传承】铠钰锤	tw_f	1	2	10616		15606	15606	天王女传承武器T16	T16
1517	【传承】狼啸锤	tw_f	1	2	10617		15607	15607	天王女传承武器T17	T17
1518	【传承】天工锤	tw_f	1	2	10618		15608	15608	天王女传承武器T18	T18
1519	【传承】天王武器T19	tw_f	1	2	10619		15609	15609	天王女传承武器T19	T19
1520	【传承】天王武器T20	tw_f	1	2	10620		15610	15610	天王女传承武器T20	T20
11134	撼地锤·幽暗红	tw_f	1	2	10611		15601	15601		
11135	撼地锤·翡翠绿	tw_f	1	2	11034		16801	16801		
11136	撼地锤·浮影金	tw_f	1	2	11035		16802	16802		
11137	撼地锤·玫瑰粉	tw_f	1	2	11036		16803	16803		
11138	四象锤·玉牙白	tw_f	1	2	10612		15602	15602		
11139	四象锤·妖姬蓝	tw_f	1	2	11037		16804	16804		
11140	四象锤·浮影金	tw_f	1	2	11038		16805	16805		
11141	四象锤·玄赤黑	tw_f	1	2	11039		16806	16806		
11142	五岳锤·浮影金	tw_f	1	2	10613		15603	15603	天王女武器T13·颜色1	T13
11143	五岳锤·幽暗红	tw_f	1	2	11040		16807	16807	天王女武器T13·颜色2	T13
11144	五岳锤·鬼魅红	tw_f	1	2	11041		16808	16808	天王女武器T13·颜色3	T13
11145	五岳锤·蝴蝶蓝	tw_f	1	2	11042		16809	16809	天王女武器T13·颜色4	T13
11146	冥狱锤·浮影金	tw_f	1	2	10614		15604	15604		
11147	冥狱锤·月光银	tw_f	1	2	11043		16810	16810		
11148	冥狱锤·妖姬蓝	tw_f	1	2	11044		16811	16811		
11149	冥狱锤·鬼魅红	tw_f	1	2	11045		16812	16812		
11150	碧霄锤·月光银	tw_f	1	2	10615		15605	15605		
11151	碧霄锤·翡翠绿	tw_f	1	2	11046		16813	16813		
11152	碧霄锤·浮影金	tw_f	1	2	11047		16814	16814		
11153	碧霄锤·香墨黑	tw_f	1	2	11048		16815	16815		
11154	铠钰锤·幽暗绿	tw_f	1	2	10616		15606	15606		
11155	铠钰锤·月光银	tw_f	1	2	11049		16816	16816		
11156	铠钰锤·鬼魅红	tw_f	1	2	11050		16817	16817		
11157	铠钰锤·幽邃黑	tw_f	1	2	11051		16818	16818		
11158	狼啸锤·浮影金	tw_f	1	2	10617		15607	15607		
11159	狼啸锤·月牙白	tw_f	1	2	11052		16819	16819		
11160	狼啸锤·幽暗红	tw_f	1	2	11053		16820	16820		
11161	狼啸锤·翡翠绿	tw_f	1	2	11054		16821	16821		
11162	天工锤·幽暗绿	tw_f	1	2	10618		15608	15608		
11163	天工锤·香墨黑	tw_f	1	2	11055		16822	16822		
11164	天工锤·月光银	tw_f	1	2	11056		16823	16823		
11165	天工锤·鬼魅红	tw_f	1	2	11057		16824	16824		
11166	天王武器T19·罗兰紫	tw_f	1	2	10619		15609	15609		
11167	天王武器T19·薄荷绿	tw_f	1	2	11058		16825	16825		
11168	天王武器T19·名紫金	tw_f	1	2	11059		16826	16826		
11169	天王武器T19·幽暗红	tw_f	1	2	11060		16827	16827		
11170	天王武器T20·浮影金	tw_f	1	2	10620		15610	15610		
11171	天王武器T20·墨血银	tw_f	1	2	11061		16828	16828		
11172	天王武器T20·妖姬蓝	tw_f	1	2	11062		16829	16829		
11173	天王武器T20·橄榄绿	tw_f	1	2	11063		16830	16830		
1910	【白金】神威之混元锤	tw_m	1	1	10		19290	19290	天王白金武器T10	T10
1911	【白金】神威之撼地锤	tw_m	1	1	801		19291	19291	天王白金武器T11	T11
1912	【白金】神威之四象锤	tw_m	1	1	802		19292	19292	天王白金武器T12	T12
1913	【白金】神威之五岳锤	tw_m	1	1	803		19293	19293	天王白金武器T13	T13
1914	【白金】神威之冥狱锤	tw_m	1	1	804		19294	19294	天王白金武器T14	T14
1915	【白金】神威之碧霄锤	tw_m	1	1	805		19295	19295	天王白金武器T15	T15
6910	【白金】Name3之贪狼衫	m2	1|7|10|11|16	1	2151		19532	19532	m2白金衣服T10	T10
6911	【白金】Name3之麒麟衫	m2	1|7|10|11|16	1	2152		19533	19533	m2白金衣服T11	T11
6912	【白金】Name3之卿狂衫	m2	1|7|10|11|16	1	2153		19534	19534	m2白金衣服T12	T12
6913	【白金】Name3之龙武衫	m2	1|7|10|11|16	1	2154		19535	19535	m2白金衣服T13	T13
6914	【白金】Name3之浩气衫	m2	1|7|10|11|16	1	2155		19536	19536	m2白金衣服T14	T14
6915	【白金】Name3之降龙衫	m2	1|7|10|11|16	1	2156		19537	19537	m2白金衣服T15	T15
5910	【白金】Name3之贪狼冠	m2	1|7|10|11|16	1	2151		19510	19510	m2白金帽子T10	T10
5911	【白金】Name3之麒麟冠	m2	1|7|10|11|16	1	2152		19511	19511	m2白金帽子T11	T11
5912	【白金】Name3之卿狂冠	m2	1|7|10|11|16	1	2153		19512	19512	m2白金帽子T12	T12
5913	【白金】Name3之龙武冠	m2	1|7|10|11|16	1	2154		19513	19513	m2白金帽子T13	T13
5914	【白金】Name3之浩气冠	m2	1|7|10|11|16	1	2155		19514	19514	m2白金帽子T14	T14
5915	【白金】Name3之降龙冠	m2	1|7|10|11|16	1	2156		19515	19515	m2白金帽子T15	T15
7910	【白金】Name4之贪狼护腕	m2	1|7|10|11|16	1			19521	19521	m2白金护腕T10	T10
7911	【白金】Name4之麒麟护腕	m2	1|7|10|11|16	1			19522	19522	m2白金护腕T11	T11
7912	【白金】Name4之卿狂护腕	m2	1|7|10|11|16	1			19523	19523	m2白金护腕T12	T12
7913	【白金】Name4之龙武护腕	m2	1|7|10|11|16	1			19524	19524	m2白金护腕T13	T13
7914	【白金】Name4之浩气护腕	m2	1|7|10|11|16	1			19525	19525	m2白金护腕T14	T14
7915	【白金】Name4之降龙护腕	m2	1|7|10|11|16	1			19526	19526	m2白金护腕T15	T15
8910	【白金】Name3之贪狼腰带	m2	1|7|10|11|16	1			19543	19543	m2白金腰带T10	T10
8911	【白金】Name3之麒麟腰带	m2	1|7|10|11|16	1			19544	19544	m2白金腰带T11	T11
8912	【白金】Name3之卿狂腰带	m2	1|7|10|11|16	1			19545	19545	m2白金腰带T12	T12
8913	【白金】Name3之龙武腰带	m2	1|7|10|11|16	1			19546	19546	m2白金腰带T13	T13
8914	【白金】Name3之浩气腰带	m2	1|7|10|11|16	1			19547	19547	m2白金腰带T14	T14
8915	【白金】Name3之降龙腰带	m2	1|7|10|11|16	1			19548	19548	m2白金腰带T15	T15
9910	【白金】Name4之贪狼靴	m2	1|7|10|11|16	1			19554	19554	m2白金鞋子T10	T10
9911	【白金】Name4之麒麟靴	m2	1|7|10|11|16	1			19555	19555	m2白金鞋子T11	T11
9912	【白金】Name4之卿狂靴	m2	1|7|10|11|16	1			19556	19556	m2白金鞋子T12	T12
9913	【白金】Name4之龙武靴	m2	1|7|10|11|16	1			19557	19557	m2白金鞋子T13	T13
9914	【白金】Name4之浩气靴	m2	1|7|10|11|16	1			19558	19558	m2白金鞋子T14	T14
9915	【白金】Name4之降龙靴	m2	1|7|10|11|16	1			19559	19559	m2白金鞋子T15	T15
2010	【白金】Name3之鸿雁之链	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19730	19730	All白金项链T10	T10
2011	【白金】Name3之辉夜之链	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19731	19731	All白金项链T11	T11
2012	【白金】Name3之凌霄之链	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19732	19732	All白金项链T12	T12
2013	【白金】Name3之星辰之链	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19733	19733	All白金项链T13	T13
2014	【白金】Name3之仙乐之链	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19734	19734	All白金项链T14	T14
2015	【白金】Name3之百花之链	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19735	19735	All白金项链T15	T15
2110	【白金】Name4之瑞祥之戒	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19741	19741	All白金戒指T10	T10
2111	【白金】Name4之白泽之戒	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19742	19742	All白金戒指T11	T11
2112	【白金】Name4之麒麟之戒	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19743	19743	All白金戒指T12	T12
2113	【白金】Name4之凤羽之戒	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19744	19744	All白金戒指T13	T13
2114	【白金】Name4之羡鱼之戒	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19745	19745	All白金戒指T14	T14
2115	【白金】Name4之纤羽之戒	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19746	19746	All白金戒指T15	T15
2210	【白金】Name3之北冥佩	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19752	19752	All白金玉佩T10	T10
2211	【白金】Name3之天心佩	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19753	19753	All白金玉佩T11	T11
2212	【白金】Name3之貔貅佩	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19754	19754	All白金玉佩T12	T12
2213	【白金】Name3之毕方佩	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19755	19755	All白金玉佩T13	T13
2214	【白金】Name3之烛照佩	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19756	19756	All白金玉佩T14	T14
2215	【白金】Name3之幽荧佩	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19757	19757	All白金玉佩T15	T15
2310	【白金】Name4之紫珀符	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19763	19763	All白金护身符T10	T10
2311	【白金】Name4之赤霄符	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19764	19764	All白金护身符T11	T11
2312	【白金】Name4之广寒符	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19765	19765	All白金护身符T12	T12
2313	【白金】Name4之月仙符	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19766	19766	All白金护身符T13	T13
2314	【白金】Name4之双鱼符	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19767	19767	All白金护身符T14	T14
2315	【白金】Name4之旖霞符	All	1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21				19768	19768	All白金护身符T15	T15
1916	【白金】神威之铠钰锤	tw_m	1	1	806		19296	19296	天王白金武器T16	T16
1917	【白金】神威之狼啸锤	tw_m	1	1	807		19297	19297	天王白金武器T17	T17
1918	【白金】神威之天工锤	tw_m	1	1	808		19298	19298	天王白金武器T18	T18
1919	【白金】神威之混元锤	tw_m	1	1	809		19299	19299	天王白金武器T19	T19
1920	【白金】神威之混元锤	tw_m	1	1	810		19300	19300	天王白金武器T20	T20
6916	【白金】Name3之龙鳞衫	m2	1|7|10|11|16	1	2157		19538	19538	m2白金衣服T16	T16
6917	【白金】Name3之魔陨衫	m2	1|7|10|11|16	1	2158		19539	19539	m2白金衣服T17	T17
6918	【白金】Name3之赤绫衫	m2	1|7|10|11|16	1	2159		19540	19540	m2白金衣服T18	T18
6919	【白金】Name3之浩气衫	m2	1|7|10|11|16	1	2160		19541	19541	m2白金衣服T19	T19
6920	【白金】Name3之降龙衫	m2	1|7|10|11|16	1	2161		19542	19542	m2白金衣服T20	T20
5916	【白金】Name3之龙鳞冠	m2	1|7|10|11|16	1	2157		19516	19516	m2白金帽子T16	T16
5917	【白金】Name3之魔陨冠	m2	1|7|10|11|16	1	2158		19517	19517	m2白金帽子T17	T17
5918	【白金】Name3之赤绫冠	m2	1|7|10|11|16	1	2159		19518	19518	m2白金帽子T18	T18
