szHelpKey	szBigTitle	nHead	nIndex	szTitle	Function	FunParam	szContent
Waiyihelp	云裳华服		3	流云符			玩家可以通过[FFFE0D]首充、第2天和第4天登录领奖[-]获取，可以体验[FFFE0D]商城时装[-]和[FFFE0D]稀有时装[-]。
KinDefendHelp	家族保卫战		1	参与准备			当天活动开始之前[FFFE0D]族长或副族长[-]需要根据家族活跃人数选择晚上开启副本的[FFFE0D]难度[-]，活动开启后经过[FFFE0D]5分钟[-]的准备时间后副本将正式启动。
KinDefendHelp	家族保卫战		2	击退金兵			副本开始后玩家需要先击杀金军[FFFE0D]八骠骑和八步将[-]，其中每死亡一个金将会给剩余所有的金将增强属性。
KinDefendHelp	家族保卫战		3	完颜宗翰			金兵全部被击杀后玩家将挑战完颜宗翰，完颜宗翰被攻击到一定血量后将随机变为[FFFE0D]五行属性中四个属性的分身[-]，分散在地图的四个角落的区域中，需要挑选出[FFFE0D]4名勇士[-]前去各个击破，其他玩家需要在战场区域对勇士给予支持。
KinDefendHelp	家族保卫战		4	各个击破			分身会周期性的在[FFFE0D]战场区域[-]召唤相应属性的巫师，巫师会绕法阵进行做法，做法成功一次则为对应的分身增加一层增益。
KinDefendHelp	家族保卫战		5	鼎力相助			勇士进入分身区域后会对应的在[FFFE0D]战场区域[-]刷新出相应属性的[FFFE0D]仙芝[-]和[FFFE0D]携宝斥候[-]，每采集一定数量的[FFFE0D]仙芝[-]会给对应的[FFFE0D]勇士[-]增加一个[FFFE0D]回春术[-]技能；每击杀一定数量的[FFFE0D]携宝斥候[-]会给对应[FFFE0D]勇士[-]增加一个[FFFE0D]光盾术[-]技能。
KinDefendHelp	家族保卫战		6	副本奖励			每有[FFFE0D]勇士[-]击杀一个分身，就会给所有参与活动的玩家累计[FFFE0D]2个宝箱[-]，同时勇士会额外获得[FFFE0D]2个宝箱[-]及特殊称号；最终活动结束时，将按照本家族[FFFE0D]选择的难度及闯关情况[-]开启拍卖。[FFFE0D]注：[-]每个勇士只能获得一次挑战分身的奖励。
DrinkHouseDinner	风味年夜饭		1	吃菜条件			有邀请函的玩家才可以享用美食，邀请函将在进入一次后扣除。
DrinkHouseDinner	风味年夜饭		2	年夜饭流程			宴席开启后，家族成员均可前往忘忧酒馆参加聚餐，每隔[FFFE0D]2[-]分钟就会上一道菜，共上[FFFE0D]4[-]道菜，享用佳肴的同时还可获得随机奖励和巨额经验。
DrinkHouseDinner	风味年夜饭		3	猜祝福语开红包			每轮菜中包含一个祝福语，[FFFE0D]祝福语中的每个字会选择在场的4个家族成员分别发送[-]。上菜后30秒系统会发放一个语音红包，口令就是本轮的祝福语，输入正确的口令即可开启红包。
DrinkHouseDinner	风味年夜饭		4	跳舞得红包			上菜间歇期，在场景中跳舞，即有概率获得系统送出的红包，吃完菜后一起跳起来吧！
DrinkHouseDinner	风味年夜饭		5	烟花助兴			大家在室内享用完美食后，可以移步庭院，围炉而坐，欣赏美丽的烟花，并拾取新年宝箱，每个人最多可以拾取10个宝箱。
LingJueFengWeekHelp	决战凌绝峰		1	挑战规则			[FFFE0D]三人[-]组队进行挑战，有[FFFE0D]60[-]秒的时间自由选择职业，所有角色[FFFE0D]强度[-]相同。共有[FFFE0D]7层[-]，每天失败次数上限为[FFFE0D]2[-]次。[FFFE0D]超时[-]或者[FFFE0D]全员阵亡且复活次数为0[-]则为失败。
LingJueFengWeekHelp	决战凌绝峰		2	关卡规则			每层关卡设置不同的[FFFE0D]时间上限[-]，单个关卡时间可能为[FFFE0D]2分钟[-]、[FFFE0D]4分钟[-]或[FFFE0D]3分钟[-]。
LingJueFengWeekHelp	决战凌绝峰		3	复活规则			每个队伍[FFFE0D]每一层[-]共享[FFFE0D]3次[-]复活次数，复活次数将在进入下一个房间时重置为[FFFE0D]3次[-]。玩家在[FFFE0D]4层及以上[-]秘境可花费[FFFE0D]20黎饰原地复活[-]，复活后拥有[FFFE0D]3s无敌保护[-]。
LingJueFengWeekHelp	决战凌绝峰		4	排行规则			每周队伍通关时间将进入[FFFE0D]排行榜[-]，排行规则为[FFFE0D]通关层数[-]优先于[FFFE0D]挑战总时间[-]。
ChongfengHelp	重逢关系		1	结成条件			当开启重逢活动后，达到一定剑侠尊享等级的回归玩家就可以寻找一个[FFFE0D]亲密度15级[FFFE0D][-]以上的好友（也需要达到一定剑侠尊享等级）结成重逢关系。
ChongfengHelp	重逢关系		2	结束条件			重逢关系结成后，会持续一个月。[FFFE0D]一个月后自动结束重逢关系[-]。
ChongfengHelp	重逢关系		3	重逢奖励			除了每日一次的[FFFE0D]重逢传功[-]以外，还有数个[FFFE0D]重逢目标[-]，完成目标双方都可以获得大量奖励。在重逢关系结束之前[FFFE0D]完成所有的重逢目标，双方都可以获得“再续前缘”称号奖励[-]。
LTZHelp	跨服领土战		1	活动时间			每[FFFE0D]周二[-]晚上[FFFE0D]21：05~21:35[-]开启活动，开启跨服领土战后将[FFFE0D]取消原周二晚上开启的攻城战[-]，周六的攻城战正常开启。
LTZHelp	跨服领土战		2	领土宣战			活动开启[FFFE0D]当天凌晨4：05至活动结束为宣战时间[-]，本服家族排行榜排行前[FFFE0D]10[-]名或者在本服攻城战中拥有[FFFE0D]村镇或城市[-]地图，且在跨服领土战中未占有领土，则可选择一块已开放领土进行宣战。
LTZHelp	跨服领土战		3	领土地图介绍			领土分为[FFFE0D]乡村、野外、县镇、城市[-]四个类型，分别将在第[FFFE0D]1，2，3，6[-]轮开放。其中[FFFE0D]乡村和野外为1星，县镇为2星，城市为3星，不同星级地图的奖励价值不同[-]。
LTZHelp	跨服领土战		4	领土进入			已有领地的家族，可选择自己的任意一块领地通过<参战>按钮进入。没有领地的家族则需要宣战一块领地，才能进入该领地。根据家族排名不同，进入领土需要的等级也不同。
LTZHelp	跨服领土战		5	领土占有			每块领土地图内，都有4根龙柱，[FFFE0D]占有龙柱[-]后，每隔一定时间会给家族增加[FFFE0D]统治力[-]，领土战结束后，统治力最高的家族拥有该领土。
LTZHelp	跨服领土战		6	领土扩张			每次领土战都可以对自己拥有领土的[FFFE0D]相邻领土进行攻打，逐步向外扩张[-]。
LTZHelp	跨服领土战		7	主城设置			每次领土战后，都需要设置一次主城，可在领土战界面点击领土图标，在弹出界面中点击<[FFFE0D]设为主城[-]>按钮进行设置。领土战结束后[FFFE0D]30[-]分钟，若尚未设置主城，则系统会[FFFE0D]自动帮玩家设置一个主城[-]。
LTZHelp	跨服领土战		8	待收复领土			设置主城后，[FFFE0D]和主城无法直接或间接连接的领土，将处于待收复状态[-]。下次领土战结束后仍然没有与主城相连的待收复领土，将彻底丢失。
LTZHelp	跨服领土战		9	领土资金			在领土内使用前线营地，建造战车或者升级龙柱城墙等，都需要消耗领土资金。[FFFE0D]领土资金可以通过完成领土任务获取[-]。
LTZHelp	跨服领土战		10	建筑升级			可以消耗领土资金对所占有领土的龙柱或者城门进行升级，升级后龙柱和城门的外观会发生变化，同时[FFFE0D]血量也会大幅提升[-]，在领土归属未发生变动时，等级会[FFFE0D]持续保持[-]。
LTZHelp	跨服领土战		11	维持稳定			每块领土都有稳定度属性，可以在宣战期间消耗领土资金提高稳定度。[FFFE0D]稳定度过低[-]，该领土在活动时，有可能发生[FFFE0D]流寇入侵[-]，被流寇攻占，领土也会丢失的哦。
LTZHelp	跨服领土战		12	领土任务			每次领土战结束后，拥有领土的家族会获得一个领土任务，可以在领土战界面查看。本周[FFFE0D]参加领土任务指定活动时，会额外给家族增加领土资金[-]。
LTZHelp	跨服领土战		13	活动奖励			每次领土战结束后，根据本家族占有领土总价值获取[FFFE0D]拍卖奖励[-]，根据个人积分排名获取[FFFE0D]个人奖励[-]。此外季度末会额外获取一份[FFFE0D]季度奖励[-]。
LTZHelp	跨服领土战		12	赛季重置			每个自然季度为一个赛季，每个季度会对[FFFE0D]领土数据进行一次重置[-]，所有家族回到同一个起点重新争夺。[FFFE0D]新赛季的首月1-7号不开放领土战。[-]
WarOfIceAndFire	灭火大作战须知		1	活动介绍			清爽夏日，大家一起参与灭火大作战吧。
WarOfIceAndFire	灭火大作战须知		2	活动参与			活动每日开放时间为：[FFFE0D]13：30[-]、[FFFE0D]16：00[-]及[FFFE0D]20：00[-]，每次开启3场，每场准备时间[FFFE0D]5分钟[-]。等级达到20级，通过“[FFFE0D]活动[-]”日历，单人参加比赛。
WarOfIceAndFire	灭火大作战须知		3	活动次数			每天可以获得[FFFE0D]2次[-]灭火大作战参与次数，活动期间可参加20次，最多可累计[FFFE0D]14次[-]。
WarOfIceAndFire	灭火大作战须知		4	玩法介绍			进入专属地图，变身为顽皮的火娃水娃进行一场激烈的战斗。水娃采集[FFFE0D]昆仑玄水[-]提供的各种技能，开启[FFFE0D]玄武机甲[-]给火娃造成大量伤害，但要小心躲避火娃的攻击，被击伤会被关进[FFFE0D]天火牢笼，超过一定时间即被淘汰[-]。
WarOfIceAndFire	灭火大作战须知		5	比赛规则			比赛进行[FFFE0D]6分40秒[-]，火娃通过淘汰所有水娃或者存活到最后获胜，水娃则必须在活动时间内淘汰火娃方可获胜，双方分别根据积分获取奖励。水娃和火娃根据本场表现获得分数进入各自对应的排行榜。
ChangbaiHelp	长白之巅		1	活动介绍			长白之巅是双人公平竞技活动。活动时间：[FFFE0D]2019年10月21日4点——2019年10月27日24点[-]。
ChangbaiHelp	长白之巅		2	活动参与			活动每日开放时间为：[FFFE0D]13：30[-]、[FFFE0D]16：00[-]及[FFFE0D]20：00[-]，每次开启3场，每场准备时间[FFFE0D]5分钟[-]。等级达到55级，通过“[FFFE0D]活动[-]”日历，参加比赛。
ChangbaiHelp	长白之巅		3	活动次数			每天可以获得[FFFE0D]2次[-]长白之巅参与次数，可累计[FFFE0D]14次[-]。
ChangbaiHelp	长白之巅		4	玩法介绍			每2人为一个阵营，通过争夺地图中的灵芝，人参，雪莲等资材，或击杀中途刷新的冰鳞蜥皇，或抢夺他人占领的资材获取积分，按阵营积分排名获取奖励。[FFFE0D]若间隔1分钟没有对该资材造成任何伤害，则之前的输出记录清空[-]。
ChangbaiHelp	长白之巅		5	资材积分			占领资材后，该资材会持续的给本阵营增加积分，不同资材增加的积分不同，越靠近地图中央的资材加分越多。
ChangbaiHelp	长白之巅		6	积分抢夺			抢占其他阵营的资材会获得该资材累积积分的一半，击伤其他阵营的玩家会获得该阵营累积积分的5%，原阵营失去对应的积分。资材累积积分由低到高依次显示为：白→[64db00]绿[-]→[11adf6]蓝[-]→[aa62fc]紫[-]→[ff578c]粉[-]→[ff8f06]橙[-]→[ffff0e]金[-]。
ChangbaiHelp	长白之巅		7	资材加成			占领资材后，可以获得战斗加成，不同资材的加成效果不同，可以叠加。[FFFE0D]灵芝会增加回血效果，人参会增加防御效果，雪莲会增加攻击效果[-]。
KinFokuAct	龙门之争		1	活动介绍			龙门之争是家族跨服匹配对战活动。活动时间：[FFFE0D]2019年8月15日4:00——2019年8月17日20:30[-]。
KinFokuAct	龙门之争		2	活动参与			[FFFE0D]精英赛场准备场[-]需要组队且由队长申请，[FFFE0D]领袖/族长/副族长/指挥[-]同意后方可进入，最多同时进入[FFFE0D]3支[-]队伍；[FFFE0D]普通赛场准备场[-]允许任何家族成员进入。[FFFE0D]5分钟[-]准备时间结束后将按照家族实力所有家族匹配。
KinFokuAct	龙门之争		3	精英赛场			[FFFE0D]精英赛场[-]会周期性刷新[FFFE0D]天龙珠[-]，采集并持有可为本家族增加积分，越靠近地图中心增加积分越多，死亡会掉落[FFFE0D]天龙珠[-]且减少积分；[FFFE0D]旗帜复活点[-]可被攻击占领，玩家死亡会在最近的[FFFE0D]旗帜复活点[-]复活且会减少[FFFE0D]天龙珠[-]掉落数量。
KinFokuAct	龙门之争		4	普通赛场			[FFFE0D]普通赛场[-]允许任何家族成员进入。[FFFE0D]普通赛场[-]中玩家需收集[FFFE0D]天龙珠[-]，当己方天龙珠的总数量达到[FFFE0D]8[-]时将会消耗掉所有的[FFFE0D]天龙珠[-]并为[FFFE0D]精英赛场[-]中的本家族成员每人从[FFFE0D]不溃、复苏、潜行、疾行、无敌[-]中随机提供一个技能。
KinFokuAct	龙门之争		5	胜负规则			本家族积分达到[FFFE0D]10000[-]时将会进入[FFFE0D]20秒[-]的倒计时阶段，此阶段内保证本家族持有[FFFE0D]天龙珠[-]的玩家不被击杀即可获得胜利，任何持有[FFFE0D]天龙珠[-]的玩家被击杀造成积分减少将打断倒计时状态。
KinFokuAct	龙门之争		6	奖励结算			本局活动结束将按照家族的胜负情况以及活动结束时的最终积分提供奖励。
KinChaosFight_1	琼花杯大师赛		1	预赛规则			赛程安排[FFFE0D]前14天[-]为预赛，期间每天[FFFE0D]13:30[-]、[FFFE0D]16:00[-]、[FFFE0D]20:00[-]都会连续开放三场打雪仗比赛，玩家每天可获得[FFFE0D]1次[-]比赛次数，总共可获得[FFFE0D]14次[-]比赛次数，可以累积。
KinChaosFight_1	琼花杯大师赛		2	决赛资格			预赛结束时根据玩家排行选出本服[FFFE0D]4个出线家族[-]，有资格参与决赛，每个出线家族排行[FFFE0D]前20[-]的成员将获得代表本家族出战决赛的资格。
KinChaosFight_1	琼花杯大师赛		3	队伍组建			出线家族的[FFFE0D]族长、副族长、指挥[-]可以在决赛相关页面选出[FFFE0D]12名[-]家族成员组成[FFFE0D]4支3人队伍[-]，代表本家族出战，队伍组成可以在非比赛阶段随时调整。
KinChaosFight_1	琼花杯大师赛		4	决赛规则			决赛期间每天[FFFE0D]20:00[-]都会开放一场打雪仗比赛，届时家族中的[FFFE0D]4支队伍[-]均会与战区内其他家族的队伍一决胜负，每场比赛结束时按照队伍表现给所在家族增加积分。
KinChaosFight_1	琼花杯大师赛		5	结算规则			最后一场决赛结束时按照战区内的家族排名为家族成员发放奖励。
PFchongsuiHelp	披风重铸		1	重铸消耗			每次重铸消耗一定数量的离云丝，同时如果披风属性条数未达最大值，可加入入微镜来提高属性条数，具体概率可在界面查看。
PFchongsuiHelp	披风重铸		2	重铸规则			重铸会对[FFFE0D]所有属性类型进行重新随机[-]，数值保留对应的数值等级（如紫色重铸后，对应的属性还是紫色），条目数有概率获得提升。
PFchongsuiHelp	披风重铸		3	友情提示			重铸的时候，会默认消耗上一次投入的入微镜，当属性条目达最大值时，将不再消耗入微镜，但是[FFFE0D]需要先保留重铸后[-]，才会按新的条目数判断入微镜是否清零。
PFnumerHelp	披风淬炼		1	淬炼消耗			每次淬炼消耗一定数量的金蚕丝。
PFnumerHelp	披风淬炼		2	淬炼规则			淬炼需要先选定一个属性，淬炼后，会对该属性的数值进行重新随机。只有随到更高的数值，才会保留。
PFnumerHelp	披风淬炼		3	属性颜色			属性颜色由数值区间决定，属性由高至低是[ff8f06]橙[-]＞[ff578c]粉[-]＞[aa62fc]紫[-]＞[11adf6]蓝[-]＞[64db00]绿[-]＞白
PFjiandingHelp	披风鉴定		1	鉴定消耗			鉴定需要消耗银两，同时可以加入入微镜来提高获得更多属性条数的概率。
PFjiandingHelp	披风鉴定		2	鉴定获得			鉴定后，会获得可以装备的披风，同时随机生成披风属性。
PFjiandingHelp	披风鉴定		3	颜色星级			披风名字颜色和最高属性的颜色一致，星级和披风的总属性价值相关。对属性条目和数值不满意的，可以在鉴定后继续进行重随。
DaMoCave	达摩洞		1	活动简介			达摩洞是以家族为单位的跨区资源争夺活动。
DaMoCave	达摩洞		2	活动参与			本服家族排行前[FFFE0D]5[-]名的家族自动获取进入达摩洞的资格。点击参战按钮后，会以家族为单位随机传入一层的某个房间。
DaMoCave	达摩洞		3	地图介绍			地图共有三层，一层包含10个房间，二层包含5个房间，三层包含1个房间。各房间都会刷新怪物头目，在参战界面，可以点击每个房间查看刷新信息。
DaMoCave	达摩洞		4	地图传送			每层房间会刷新[FFFE0D]传送使者[-]，对传送使者输出最高的家族，获得进入更深层的资格。
DaMoCave	达摩洞		5	死亡复活			每个家族进入点为默认复活点，此外占据二层的[FFFE0D]复活旗帜[-]，在二层以上死亡后，可以在复活旗帜复活。
DaMoCave	达摩洞		6	活动奖励			击杀各层刷新的怪物，都将获得丰富奖励。越深层的怪物携带宝物越多。
TianJiMiZhenHelp	天机迷阵		1	挑战规则			[FFFE0D]3人[-]组队进行挑战，有[FFFE0D]60[-]秒的时间自由选择职业，所有角色[FFFE0D]强度[-]相同。共有[FFFE0D]49[-]个房间，每天失败次数上限为[FFFE0D]3[-]次。[FFFE0D]超时[-]或者[FFFE0D]全员阵亡且复活次数为0[-]则为失败。
TianJiMiZhenHelp	天机迷阵		2	房间规则			房间分为[FFFE0D]2个[-]类型，[FFFE0D]秘境[-]房间和[FFFE0D]随机事件[-]房间，秘境房间共分为[FFFE0D]噩梦、苦痛、炼狱[-]3个难度，挑战随机事件房间则会触发随机事件，影响后续挑战。
TianJiMiZhenHelp	天机迷阵		3	挑战规则			队伍初始可以[FFFE0D]任意[-]选择1个秘境房间进行挑战，若挑战成功则作为[FFFE0D]起始点[-]，失败则可以[FFFE0D]尝试其他秘境房间[-]。确定起始点后将[FFFE0D]只能挑战已通过房间周围的四个房间[-]，可挑战房间将有[FFFE0D]连线[-]提示。
TianJiMiZhenHelp	天机迷阵		4	孔明灯规则			队伍每个成员每周可以购买最多[FFFE0D]3[-]孔明灯，使用后可以使[FFFE0D]1个秘境房间[-]的隐藏信息被全队成员查看，活动持续时间内孔明灯可[FFFE0D]累计到第2周使用[-]，活动结束时所有孔明灯会被[FFFE0D]清除[-]。
TianJiMiZhenHelp	天机迷阵		5	复活规则			每个队伍[FFFE0D]每一个房间[-]共享[FFFE0D]3次[-]复活次数，复活次数将在进入下一个房间时重置为[FFFE0D]3次[-]。
TianJiMiZhenHelp	天机迷阵		6	排行规则			每周队伍通关[FFFE0D]秘境房间数[-]将进入[FFFE0D]排行榜[-]。
