AttribID	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3
152225	M2壮男等级装T9·偏色1		1		M2_D012_Head	0		88|62|62|255	1	28|28|28|80	1	59|52|52|0	1																		
152226	M2壮男等级装T9·偏色2				M2_D012_Head	1		195|195|195|255	1	37|7|7|161	1	40|40|58|255	1																		
152227	M2壮男等级装T9·偏色3		1		M2_D012_Head	0		125|108|37|255	1	35|23|23|161	1	58|46|40|255	1																		
152228	M2壮男等级装T10·偏色1		1		M2_D006_Head	0		255|255|255|82	1	251|0|0|16	1.08	29|29|29|31	1.21																		
152229	M2壮男等级装T10·偏色2		1		M2_D006_Head	0		255|255|255|219	1	13|118|118|47	1	28|20|20|75	1																		
152230	M2壮男等级装T10·偏色3		1		M2_D006_Head	0		255|255|255|219	1	255|163|0|47	1	39|24|31|56	1																		
152231	M2壮男等级装T11·偏色1		1		M2_D009_Head	0		70|102|253|255	1	50|34|34|239	0.98	65|51|69|169	1.32																		
152232	M2壮男等级装T11·偏色2		1		M2_D009_Head	0		255|65|65|255	1	50|34|34|239	0.98	41|49|59|169	1.32																		
152233	M2壮男等级装T11·偏色3				M2_D009_Head	1		255|255|255|255	1	50|34|34|239	0.98	69|60|51|169	1.32																		
152234	M2壮男等级装T12·偏色1		1		M2_D013_Head	0		77|12|112|255	1.29	28|31|39|255	1	47|50|58|255	1.03																		
152235	M2壮男等级装T12·偏色2				M2_D013_Head	1		255|255|255|255	1.29	35|35|35|255	1	56|56|56|255	1.03																		
152236	M2壮男等级装T12·偏色3		1		M2_D013_Head	0		0|62|135|255	1.29	31|37|35|255	1	46|58|59|255	1.03																		
152237	M2壮男等级装T13·偏色1				M2_D008_Head	1		195|101|255|61	1	54|54|54|0	1	255|255|255|255	1																		
152238	M2壮男等级装T13·偏色2				M2_D008_Head	1		255|255|255|61	1	50|50|50|0	1	66|133|211|255	1																		
152239	M2壮男等级装T13·偏色3				M2_D008_Head	1		255|255|255|61	1	50|50|50|0	1	66|133|211|255	1																		
152241	M2壮男等级装T1·偏色4		1		M2_D011_Head	0		255|255|255|110	1	35|35|35|34	1	41|40|52|0	1																		
152242	M2壮男等级装T2·偏色4				M2_D004_Head	1		7|4|4|0	1.38	64|64|65|82	1	88|64|72|15	2.23																		
152243	M2壮男等级装T3·偏色4		1		M2_D010_Head	0		0|12|255|255	1	22|22|22|1	1	46|46|46|88	1																		
152244	M2壮男等级装T4·偏色4				M2_D002_Head	1		255|255|255|176	1	255|255|255|255	1	39|35|31|85	1																		
152245	M2壮男等级装T5·偏色4				M2_D007_Head	1		213|18|18|255	1	58|58|58|101	1	82|74|60|62	1.35																		
152246	M2壮男等级装T6·偏色4				M2_D001_Head	1		255|255|255|0	1	46|29|29|61	1	74|210|255|158	1																		
152247	M2壮男等级装T7·偏色4				M2_D005_Head	1		255|0|226|31	1	37|29|15|31	1	39|37|34|96	1																		
152248	M2壮男等级装T8·偏色4				M2_D003_head	1		255|255|255|0	1	35|35|29|86	1.35	0|107|255|0	1																		
152249	M2壮男等级装T9·偏色4		1		M2_D012_Head	0		125|37|57|255	1	35|23|23|161	1	58|51|40|255	1																		
152250	M2壮男等级装T10·偏色4		1		M2_D006_Head	0		255|255|255|219	1	255|50|50|47	1	50|36|36|56	1																		
152251	M2壮男等级装T11·偏色4				M2_D009_Head	1		253|187|68|255	1	50|34|34|239	0.98	67|37|37|169	1.32																		
152252	M2壮男等级装T12·偏色4				M2_D013_Head	1		255|255|255|255	1.29	35|35|35|255	1	56|56|56|255	1.03																		
152253	M2壮男等级装T13·偏色4				M2_D008_Head	1		255|255|255|61	1	50|50|50|0	1	255|29|192|255	1																		
153001	F1萝莉等级装T1		1		F1_D005_Head	0		255|255|255|64	1.35	255|255|255|53	2.15	24|20|16|141	2.31																		
153002	F1萝莉等级装T2		1		F1_D009_Head	0		255|255|255|21	1	108|255|255|96	1.23	50|43|33|128	1																		
153003	F1萝莉等级装T3		1		F1_D008_Head	0		255|255|255|193	1	255|255|255|255	1	37|31|31|0	1																		
153004	F1萝莉等级装T4		1		F1_D012_Head	0		255|255|255|255	1	56|53|47|0	1	219|228|255|19	1																		
153005	F1萝莉等级装T5		1		F1_D006_Head	0		185|185|185|157	1.29	255|200|108|42	1	58|44|38|0	1																		
153006	F1萝莉等级装T6		1		F1_D011_Head	0		255|255|255|144	1.4	255|255|255|68	1	33|31|28|0	1																		
153007	F1萝莉等级装T7		1		F1_D003_Head	0		255|255|255|152	1.44	50|41|26|20	1.12	255|255|255|147	1																		
153008	F1萝莉等级装T8				F1_D007_Head	1		255|255|255|126	1	0|117|255|110	1.51	63|57|43|0	1																		
153009	F1萝莉等级装T9		1		F1_D010_Head	0		255|255|255|134	1	255|255|255|109	1	59|54|45|31	1																		
153010	F1萝莉等级装T10		1		F1_D004_Head	0		255|255|255|192	1.8	255|255|255|166	1	52|46|41|0	1																		
153011	F1萝莉等级装T11				F1_D002_Head	1		255|255|255|78	1	67|48|48|0	1	57|203|251|11	2.07																		
153012	F1萝莉等级装T12		1		F1_D013_Head	0		255|255|255|206	1	255|255|255|97	1	56|51|45|0	1																		
153013	F1萝莉等级装T13		1		F1_D001_Head	0		255|255|255|214	1	58|51|51|60	1	109|75|63|0	1																		
153101	F1萝莉等级装T6·黄金装		1		F1_D011_Head	0		255|255|255|144	1.4	255|250|78|152	1	29|20|13|43	1.79																		
153102	F1萝莉等级装T7·黄金装				F1_D003_Head	1		255|247|234|152	1.44	50|41|26|0	1.12	255|226|106|72	2																		
153103	F1萝莉等级装T8·黄金装				F1_D007_Head	1		255|181|48|126	1	255|239|118|110	1.98	56|46|30|31	1																		
153104	F1萝莉等级装T9·黄金装		1		F1_D010_Head	0		108|108|108|187	1	234|170|170|109	1	67|45|30|45	1																		
153105	F1萝莉等级装T10·黄金装				F1_D004_Head	1		226|126|0|192	1.8	255|166|9|166	2.82	54|41|31|43	1																		
153106	F1萝莉等级装T11·黄金装				F1_D002_Head	1		255|242|215|78	1.09	67|48|48|0	1	255|174|73|29	1.76																		
153107	F1萝莉等级装T12·黄金装				F1_D013_Head	1		255|255|255|206	1	253|255|116|97	1	56|51|45|0	1																		
153108	F1萝莉等级装T13·黄金装		1		F1_D001_Head	0		226|192|103|231	1.55	58|51|51|60	1	109|75|63|0	1																		
153201	F1萝莉等级装T1·偏色1				F1_D005_Head	1		255|255|255|64	1.32	44|133|255|53	3.55	24|20|16|141	2.31																		
153202	F1萝莉等级装T1·偏色2				F1_D005_Head	1		255|255|255|94	1.33	255|104|136|53	1.45	24|20|16|141	2.31																		
153203	F1萝莉等级装T1·偏色3				F1_D005_Head	1		255|255|255|64	1.32	255|214|44|53	3.55	24|20|16|141	2.31																		
153204	F1萝莉等级装T2·偏色1				F1_D009_Head	1		255|255|255|21	2.53	255|196|69|96	2.13	50|43|33|128	1																		
153205	F1萝莉等级装T2·偏色2				F1_D009_Head	1		255|255|255|21	2.53	255|69|119|96	3	50|43|33|128	1																		
153206	F1萝莉等级装T2·偏色3				F1_D009_Head	1		255|222|37|21	2.53	255|46|28|96	1.55	50|43|33|128	1																		
153207	F1萝莉等级装T3·偏色1				F1_D008_Head	1		255|255|255|193	1	91|255|99|255	1.52	37|31|31|0	1																		
153208	F1萝莉等级装T3·偏色2				F1_D008_Head	1		255|255|255|193	1	255|184|0|255	1.51	37|31|31|0	1																		
153209	F1萝莉等级装T3·偏色3				F1_D008_Head	1		255|255|255|193	1	255|31|31|255	2.17	37|31|31|0	1																		
153210	F1萝莉等级装T4·偏色1		1		F1_D012_Head	0		255|255|255|255	1	56|53|47|0	1	170|255|220|19	1																		
153211	F1萝莉等级装T4·偏色2		1		F1_D012_Head	0		255|255|255|255	1	56|53|47|0	1	255|174|232|104	1.01																		
153212	F1萝莉等级装T4·偏色3		1		F1_D012_Head	0		255|255|255|255	1	56|53|47|0	1	223|174|255|45	1.01																		
153213	F1萝莉等级装T5·偏色1		1		F1_D006_Head	0		144|118|247|157	1.29	255|200|108|42	1	58|44|38|0	1																		
153214	F1萝莉等级装T5·偏色2		1		F1_D006_Head	0		255|102|102|157	1.86	255|200|108|42	1	58|44|38|0	1																		
153215	F1萝莉等级装T5·偏色3		1		F1_D006_Head	0		122|118|247|157	1.29	255|200|108|42	1	58|44|38|0	1																		
153216	F1萝莉等级装T6·偏色1				F1_D011_Head	1		255|255|255|144	1.4	125|155|243|68	1.57	33|31|28|0	1																		
153217	F1萝莉等级装T6·偏色2				F1_D011_Head	1		255|255|255|144	1.4	161|54|100|68	1.65	33|31|28|0	1																		
153218	F1萝莉等级装T6·偏色3				F1_D011_Head	1		255|255|255|144	1.4	35|149|159|68	1.57	33|31|28|0	1																		
153219	F1萝莉等级装T7·偏色1				F1_D003_Head	1		255|207|123|152	1.44	50|41|26|0	1.12	255|112|168|78	2																		
153220	F1萝莉等级装T7·偏色2				F1_D003_Head	1		255|247|234|152	1.44	50|41|26|0	1.12	63|207|245|59	2																		
153221	F1萝莉等级装T7·偏色3				F1_D003_Head	1		255|207|123|152	1.44	50|41|26|0	1.12	240|26|26|134	1.65																		
153222	F1萝莉等级装T8·偏色1				F1_D007_Head	1		255|255|255|126	1	255|226|0|110	1.61	63|57|43|0	1																		
153223	F1萝莉等级装T8·偏色2				F1_D007_Head	1		255|255|255|126	1	118|255|153|110	1.32	63|57|43|0	1																		
153224	F1萝莉等级装T8·偏色3				F1_D007_Head	1		255|255|255|126	1	255|118|149|110	1.57	63|57|43|0	1																		
153225	F1萝莉等级装T9·偏色1				F1_D010_Head	1		255|255|255|134	1	112|241|182|109	1	59|54|45|31	1																		
153226	F1萝莉等级装T9·偏色2				F1_D010_Head	1		255|228|157|134	1	255|26|26|109	1	59|54|45|31	1																		
153227	F1萝莉等级装T9·偏色3				F1_D010_Head	1		255|218|140|134	1	166|0|58|109	1	59|54|45|31	1																		
153228	F1萝莉等级装T10·偏色1				F1_D004_Head	1		255|255|255|192	1.8	93|154|255|166	2.82	52|46|41|0	1																		
153229	F1萝莉等级装T10·偏色2				F1_D004_Head	1		255|255|255|192	1.8	93|154|255|166	2.82	52|46|41|0	1																		
153230	F1萝莉等级装T10·偏色3				F1_D004_Head	1		255|255|255|192	1.8	93|154|255|166	2.82	52|46|41|0	1																		
153231	F1萝莉等级装T11·偏色1				F1_D002_Head	1		255|255|255|78	1	67|48|48|0	1	255|39|125|11	1.99																		
153232	F1萝莉等级装T11·偏色2				F1_D002_Head	1		255|255|255|78	1	67|48|48|0	1	255|0|0|107	1.56																		
153233	F1萝莉等级装T11·偏色3				F1_D002_Head	1		255|255|255|78	1	67|48|48|0	1	109|43|247|11	1.67																		
153234	F1萝莉等级装T12·偏色1		1		F1_D013_Head	0		255|255|255|206	1	255|231|226|97	1	56|51|45|0	1																		
153235	F1萝莉等级装T12·偏色2		1		F1_D013_Head	0		255|255|255|206	1	138|178|255|97	1	56|51|45|0	1																		
153236	F1萝莉等级装T12·偏色3				F1_D013_Head	1		255|255|255|206	1	255|152|106|97	1.2	56|51|45|0	1																		
153237	F1萝莉等级装T13·偏色1				F1_D001_Head	1		255|210|210|214	1.3	58|51|51|60	1	109|75|63|0	1																		
153238	F1萝莉等级装T13·偏色2				F1_D001_Head	1		178|188|255|214	1.3	58|51|51|60	1	109|75|63|0	1																		
153239	F1萝莉等级装T13·偏色3				F1_D001_Head	1		255|202|223|214	1.3	58|51|51|60	1	109|75|63|0	1																		
153241	F1萝莉等级装T1·偏色4				F1_D005_Head	1		255|255|255|64	1.32	60|44|255|53	3.55	24|20|16|141	2.31																		
153242	F1萝莉等级装T2·偏色4				F1_D009_Head	1		255|255|255|21	2.53	169|99|255|67	2.44	50|43|33|128	1																		
153243	F1萝莉等级装T3·偏色4				F1_D008_Head	1		255|255|255|193	1	255|0|0|255	1.21	37|31|31|0	1																		
153244	F1萝莉等级装T4·偏色4		1		F1_D012_Head	0		255|255|255|255	1	56|53|47|0	1	255|249|174|19	1																		
153245	F1萝莉等级装T5·偏色4		1		F1_D006_Head	0		245|118|247|157	1.29	255|200|108|42	1	58|44|38|0	1																		
153246	F1萝莉等级装T6·偏色4				F1_D011_Head	1		255|255|255|144	1.4	127|76|255|68	1.4	33|31|28|0	1																		
153247	F1萝莉等级装T7·偏色4				F1_D003_Head	1		255|247|234|152	1.44	50|41|26|0	1.12	255|148|247|56	2																		
153248	F1萝莉等级装T8·偏色4				F1_D007_Head	1		255|255|255|126	1	255|154|118|110	1.32	63|57|43|0	1																		
153249	F1萝莉等级装T9·偏色4				F1_D010_Head	1		255|255|255|134	1	95|96|255|109	1	59|54|45|31	1																		
153250	F1萝莉等级装T10·偏色4				F1_D004_Head	1		255|255|255|192	1.8	93|154|255|166	2.82	52|46|41|0	1																		
153251	F1萝莉等级装T11·偏色4				F1_D002_Head	1		255|255|255|78	1	67|48|48|0	1	255|110|67|107	1.3																		
153252	F1萝莉等级装T12·偏色4				F1_D013_Head	1		255|255|255|206	1	255|166|252|97	1	56|51|45|0	1																		
153253	F1萝莉等级装T13·偏色4				F1_D001_Head	1		219|185|255|214	1.3	58|51|51|60	1	109|75|63|0	1																		
154001	F2标女等级装T1		1		F2_D013_Head	0		86|82|76|255	2.77	61|54|54|130	1.23	255|255|255|91	1.03																		
154002	F2标女等级装T2		1		F2_D008_Head	0		255|255|255|142	1.41	78|13|13|9	1	255|255|255|82	0.95																		
154003	F2标女等级装T3		1		F2_D011_Head	0		255|255|255|199	1	41|27|27|0	1	41|28|28|0	1																		
154004	F2标女等级装T4		1		F2_D012_Head	0		232|232|232|69	1	255|255|255|35	1	48|37|28|54	1.21																		
154005	F2标女等级装T5		1		F2_D004_Head	0		255|255|255|120	1.76	255|255|255|39	1.12	44|38|33|77	1																		
154006	F2标女等级装T6				F2_D003_Head	1		255|250|88|77	1.21	73|61|58|47	1	255|146|243|58	1.32																		
154007	F2标女等级装T7		1		F2_D009_Head	0		255|255|255|64	1	59|52|42|102	1	208|214|255|43	1																		
154008	F2标女等级装T8		1		F2_D002_Head	0		255|255|255|27	1.24	44|40|33|104	1	255|255|255|0	1																		
154009	F2标女等级装T9		1		F2_D005_Head	0		252|255|71|255	1.15	0|0|0|255	1	98|75|75|219	1																		
154010	F2标女等级装T10		1		F2_D007_Head	0		255|225|86|255	1.14	0|0|0|0	1.34	83|70|70|209	1.17																		
154011	F2标女等级装T11		1		F2_D010_Head	0		255|255|255|158	1	45|37|29|35	1.49	79|63|63|0	1																		
154012	F2标女等级装T12		1		F2_D006_Head	0		255|136|246|152	1.2	255|255|255|11	1.2	46|38|31|67	1.02																		
154013	F2标女等级装T13		1		F2_D001_Head	0		255|255|255|255	1	255|255|255|255	1	44|37|29|67	1																		
154101	F2标女等级装T6·黄金装		1		F2_D003_Head	0		255|255|255|39	1.03	61|56|47|21	1.17	202|255|93|42	1.24																		
154102	F2标女等级装T7·黄金装		1		F2_D009_Head	0		255|255|255|64	1	59|52|42|102	1	250|255|176|43	1																		
154103	F2标女等级装T8·黄金装		1		F2_D002_Head	0		255|255|255|27	1.24	44|40|33|104	1	226|255|123|32	1.1																		
154104	F2标女等级装T9·黄金装		1		F2_D005_Head	0		252|255|71|255	1.15	0|0|0|255	1	98|75|75|219	1																		
154105	F2标女等级装T10·黄金装		1		F2_D007_Head	0		255|225|86|255	1.14	0|0|0|0	1.34	83|70|70|209	1.17																		
154106	F2标女等级装T11·黄金装		1		F2_D010_Head	0		255|255|255|158	1	45|37|29|35	1.49	79|63|63|0	1																		
154107	F2标女等级装T12·黄金装		1		F2_D006_head	0		246|255|103|14	1.37	255|255|255|12	0.76	74|54|54|0	1.02																		
154108	F2标女等级装T13·黄金装				F2_D001_Head	1		255|255|255|255	1	255|228|142|255	1.25	44|37|29|67	1																		
154201	F2标女等级装T1·偏色1		1		F2_D013_Head	0		255|255|255|209	1	61|48|46|103	1.2	255|58|58|132	1.59																		
154202	F2标女等级装T1·偏色2		1		F2_D013_Head	0		255|252|157|209	1	91|78|74|110	0.8	115|35|255|0	3.54																		
154203	F2标女等级装T1·偏色3		1		F2_D013_Head	0		255|255|255|209	1	91|78|74|110	0.8	255|238|101|18	1.84																		
154204	F2标女等级装T2·偏色1		1		F2_D008_Head	0		255|255|255|142	1.41	72|35|80|27	1	255|255|255|82	0.95																		
154205	F2标女等级装T2·偏色2		1		F2_D008_Head	0		255|255|255|142	1.41	72|35|80|27	1	255|255|255|82	0.95																		
154206	F2标女等级装T2·偏色3				F2_D008_Head	1		255|255|255|142	1.41	63|52|45|9	1	255|170|202|82	1.18																		
154207	F2标女等级装T3·偏色1		1		F2_D011_Head	0		123|255|249|199	1	41|27|27|0	1	41|28|28|0	1																		
154208	F2标女等级装T3·偏色2		1		F2_D011_Head	0		235|148|255|199	1	41|27|27|0	1	41|28|28|0	1																		
154209	F2标女等级装T3·偏色3		1		F2_D011_Head	0		235|148|255|199	1	41|27|27|0	1	41|28|28|0	1																		
154210	F2标女等级装T4·偏色1				F2_D012_Head	1		232|232|232|69	1	255|255|255|35	1	48|37|28|54	1.21																		
154211	F2标女等级装T4·偏色2				F2_D012_Head	1		255|233|165|69	1	255|255|255|35	1	48|37|28|54	1.21																		
154212	F2标女等级装T4·偏色3				F2_D012_Head	1		232|232|232|69	1	255|255|255|35	1	48|37|28|54	1.21																		
154213	F2标女等级装T5·偏色1		1		F2_D004_Head	0		88|255|227|120	1.76	255|255|255|39	1.12	44|38|33|0	1																		
154214	F2标女等级装T5·偏色2		1		F2_D004_Head	0		255|88|50|120	2.1	255|255|255|39	1.12	44|38|33|0	1																		
154215	F2标女等级装T5·偏色3		1		F2_D004_Head	0		255|88|50|120	2.1	255|255|255|39	1.12	44|38|33|0	1																		
154216	F2标女等级装T6·偏色1				F2_D003_Head	1		255|250|88|77	1.21	73|61|58|47	1	142|170|255|48	1.32																		
154217	F2标女等级装T6·偏色2				F2_D003_Head	1		255|250|88|77	1.21	73|61|58|47	1	255|146|243|58	1.32																		
154218	F2标女等级装T6·偏色3				F2_D003_Head	1		255|251|121|53	1.07	63|55|44|17	1	192|255|122|28	1																		
154219	F2标女等级装T7·偏色1		1		F2_D009_Head	0		255|255|255|64	1	59|52|42|102	1	176|232|255|43	1																		
154220	F2标女等级装T7·偏色2		1		F2_D009_Head	0		255|255|255|64	1	59|52|42|102	1	208|214|255|43	1																		
154221	F2标女等级装T7·偏色3		1		F2_D009_Head	0		255|255|255|64	1	59|52|42|102	1	250|255|176|43	1																		
154222	F2标女等级装T8·偏色1		1		F2_D002_Head	0		255|255|255|27	1.24	44|40|33|104	1	214|159|255|32	1.1																		
154223	F2标女等级装T8·偏色2		1		F2_D002_Head	0		255|255|255|27	1.24	44|40|33|104	1	226|255|123|32	1.1																		
154224	F2标女等级装T8·偏色3		1		F2_D002_Head	0		255|255|255|27	1.24	44|40|33|104	1	136|211|255|27	1.1																		
154225	F2标女等级装T9·偏色1				F2_D005_Head	1		203|144|255|192	1.74	0|0|0|255	1	98|75|75|219	1																		
154226	F2标女等级装T9·偏色2				F2_D005_Head	1		155|255|172|255	1.3	0|0|0|255	1	98|75|75|219	1																		
154227	F2标女等级装T9·偏色3				F2_D005_Head	1		125|233|255|255	1.3	0|0|0|255	1	98|75|75|219	1																		
154228	F2标女等级装T10·偏色1		1		F2_D007_Head	0		255|140|197|255	1.4	0|0|0|0	1.34	83|70|70|209	1.17																		
154229	F2标女等级装T10·偏色2		1		F2_D007_Head	0		241|142|255|255	1.21	0|0|0|0	1.34	83|70|70|209	1.17																		
154230	F2标女等级装T10·偏色3		1		F2_D007_Head	0		206|255|242|255	1.3	0|0|0|0	1.34	83|70|70|209	1.17																		
154231	F2标女等级装T11·偏色1		1		F2_D010_Head	0		255|255|255|158	1	45|37|29|35	1.49	79|63|63|0	1																		
154232	F2标女等级装T11·偏色2		1		F2_D010_Head	0		255|255|255|158	1	45|37|29|35	1.49	79|63|63|0	1																		
154233	F2标女等级装T11·偏色3				F2_D010_Head	1		101|197|255|158	1.2	45|37|29|35	1.49	79|63|63|0	1																		
154234	F2标女等级装T12·偏色1		1		F2_D006_Head	0		246|255|103|14	1.37	255|255|255|12	0.76	74|54|54|0	1.02																		
154235	F2标女等级装T12·偏色2		1		F2_D006_Head	0		103|236|255|14	1.6	255|255|255|12	0.76	255|255|255|0	1.02																		
154236	F2标女等级装T12·偏色3		1		F2_D006_Head	0		246|255|103|14	1.37	255|255|255|12	0.76	74|54|54|0	1.02																		
154237	F2标女等级装T13·偏色1				F2_D001_Head	1		255|225|148|255	1.2	181|121|255|90	1.72	44|37|29|67	1																		
154238	F2标女等级装T13·偏色2				F2_D001_Head	1		255|225|148|255	1.2	255|116|106|90	1.72	44|37|29|67	1																		
154239	F2标女等级装T13·偏色3				F2_D001_Head	1		255|225|148|255	1.2	106|156|255|90	1.72	44|37|29|67	1																		
154241	F2标女等级装T1·偏色4		1		F2_D013_Head	0		255|252|157|209	1	91|78|74|110	0.8	255|35|185|0	2.95																		
154242	F2标女等级装T2·偏色4		1		F2_D008_Head	0		255|255|255|142	1.41	72|35|80|27	1	255|255|255|82	0.95																		
154243	F2标女等级装T3·偏色4		1		F2_D011_Head	0		135|255|185|199	1	41|27|27|0	1	41|28|28|0	1																		
154244	F2标女等级装T4·偏色4		1		F2_D012_Head	0		255|65|65|69	1	255|255|255|35	1	48|37|28|54	1.21																		
154245	F2标女等级装T5·偏色4		1		F2_D004_Head	0		124|61|255|120	1.76	255|255|255|39	1.12	44|38|33|0	1																		
154246	F2标女等级装T6·偏色4		1		F2_D003_Head	0		255|255|255|39	1.03	61|56|47|21	1.17	202|255|93|42	1.24																		
154247	F2标女等级装T7·偏色4		1		F2_D009_Head	0		255|255|255|64	1	59|52|42|102	1	255|211|165|61	1																		
154248	F2标女等级装T8·偏色4		1		F2_D002_Head	0		255|24|24|27	1.24	44|40|33|104	1	255|210|210|42	1																		
154249	F2标女等级装T9·偏色4				F2_D005_Head	1		255|217|59|255	1.46	0|0|0|255	1	98|75|75|219	1																		
154250	F2标女等级装T10·偏色4		1		F2_D007_Head	0		255|225|86|255	1.14	0|0|0|0	1.34	83|70|70|209	1.17																		
154251	F2标女等级装T11·偏色4				F2_D010_Head	1		255|104|198|158	1.23	45|37|29|35	1.49	79|63|63|0	1																		
154252	F2标女等级装T12·偏色4		1		F2_D006_Head	0		160|136|255|152	1.2	255|255|255|11	1.2	46|38|31|67	1.02																		
154253	F2标女等级装T13·偏色4				F2_D001_Head	1		255|255|255|255	1	255|228|142|255	1.25	44|37|29|67	1																		
156001	M1标男外装T1·颜色1		1		M1_W001_Head	0		255|255|255|45	1.16	39|33|29|0	1	213|255|255|59	1																		
156002	M1标男外装T1·颜色2				M1_W001_Head	1		131|229|255|45	1.16	39|33|29|0	1	97|143|210|109	1.42																		
156003	M1标男外装T1·颜色3				M1_W001_Head	1		236|236|236|45	1.16	39|33|29|0	1	104|104|104|109	1.42																		
156004	M1标男外装T1·颜色4				M1_W001_Head	1		236|236|236|45	1.16	39|33|29|0	1	255|214|142|109	1.77																		
156005	M1标男外装T2·颜色1		1		M1_W002_Head	0		90|178|163|94	1	215|255|238|43	1	43|35|35|55	1																		
156006	M1标男外装T2·颜色2				M1_W002_Head	1		145|84|251|94	1	210|149|255|43	1	43|35|35|55	1																		
156007	M1标男外装T2·颜色3		1		M1_W002_Head	0		59|76|191|94	1	234|237|255|43	1	43|35|35|55	1																		
156008	M1标男外装T2·颜色4		1		M1_W002_Head	0		179|179|179|94	1	33|33|33|128	1	43|35|35|55	1																		
156009	M1标男外装T2·颜色5				M1_W002_Head	1		147|160|112|94	1	146|158|112|43	1	43|35|35|55	1																		
156010	M1标男外装T2·颜色6				M1_W002_Head	1		198|206|173|94	1	197|205|172|43	1	43|35|35|55	1																		
156011	M1标男外装T2·颜色7				M1_W002_Head	1		145|84|251|94	1	255|255|255|43	1	43|35|35|55	1																		
156012	M1标男外装T2·颜色8				M1_W002_Head	1		255|142|24|94	1	255|212|185|43	1	43|35|35|55	1																		
156013	M1标男外装T3·颜色1		1		M1_W003_Head	0		255|255|255|255	1	255|255|255|0	1	61|56|52|131	1																		
156014	M1标男外装T3·颜色2				M1_W003_Head	1		255|255|255|255	1.31	255|255|255|0	1	80|54|30|131	1																		
156015	M1标男外装T3·颜色3				M1_W003_Head	1		92|74|70|255	1.31	255|255|255|0	1	59|55|52|131	1																		
156016	M1标男外装T3·颜色4				M1_W003_Head	1		80|128|255|255	1.31	255|255|255|0	1	59|55|52|131	1																		
156017	M1标男外装T4·颜色1		1		M1_W004_Head	0		255|255|255|255	1	38|32|31|0	1	255|255|255|43	1																		
156018	M1标男外装T4·颜色2				M1_W004_Head	1		100|140|236|255	1	43|32|32|0	1	13|194|255|190	1																		
156019	M1标男外装T4·颜色3				M1_W004_Head	1		100|191|236|255	1	43|32|32|0	1	13|255|214|190	1																		
156020	M1标男外装T4·颜色4				M1_W004_Head	1		236|193|100|255	1	43|32|32|0	1	48|48|48|190	1																		
156021	M1标男外装T4·颜色5				M1_W004_Head	1		255|255|255|255	1	43|32|32|0	1	89|87|87|190	1																		
156022	M1标男外装T5·颜色1		1		M1_W005_Head	0		0|0|0|117	1	54|54|54|0	1	255|255|255|0	1																		
156023	M1标男外装T5·颜色2		1		M1_W005_Head	0		0|0|0|117	1	63|175|255|0	1	58|55|55|5	1.47																		
156024	M1标男外装T5·颜色3		1		M1_W005_Head	0		0|0|0|117	1	146|52|52|0	1	172|44|44|5	1.47																		
156025	M1标男外装T5·颜色4		1		M1_W005_Head	0		0|0|0|117	1	255|208|88|0	1	58|55|55|5	1.47																		
156026	M1标男外装T5·颜色5		1		M1_W005_Head	0		0|0|0|117	1	219|219|219|0	1	255|255|255|0	1.3																		
156027	M1标男外装T6·颜色1		1		M1_W006_Head	0		226|226|226|24	1.1	170|170|166|72	1.25	39|32|24|0	1.66																		
156028	M1标男外装T6·颜色2		1		M1_W006_Head	0		255|235|80|24	1.1	67|124|148|72	1.25	39|32|24|0	1.66																		
156029	M1标男外装T6·颜色3		1		M1_W006_Head	0		110|110|110|24	1.1	44|44|44|72	1.25	39|32|24|0	1.66																		
156030	M1标男外装T6·颜色4		1		M1_W006_Head	0		226|228|92|24	1.1	211|123|165|72	1.25	39|32|24|0	1.66																		
156031	M1标男外装T6·颜色5		1		M1_W006_Head	0		200|186|104|24	1.1	183|136|52|72	1.25	39|32|24|0	1.66																		
156032	M1标男外装T7·颜色1		1		M1_W007_Head	0		255|255|255|78	1	56|44|44|0	1	255|78|78|58	1																		
156033	M1标男外装T7·颜色2		1		M1_W007_Head	0		255|255|255|78	1	56|44|44|0	1	72|118|125|78	1																		
156034	M1标男外装T7·颜色3				M1_W007_Head	1		255|255|255|78	1	56|44|44|0	1	211|238|255|26	1.15																		
156035	M1标男外装T7·颜色4				M1_W007_Head	1		255|255|255|78	1	56|44|44|0	1	58|88|234|26	1																		
156036	M1标男外装T8·颜色1		1		M1_W008_Head	0		33|27|23|107	1.65	159|211|233|21	1.24	48|117|152|29	1.65																		
156037	M1标男外装T8·颜色2		1		M1_W008_Head	0		33|27|23|107	1.65	48|66|107|158	1	38|46|58|131	1																		
156038	M1标男外装T8·颜色3		1		M1_W008_Head	0		33|27|23|107	1.65	167|18|40|88	1.24	52|10|20|51	1.65																		
156039	M1标男外装T8·颜色4		1		M1_W008_Head	0		33|27|23|107	1.65	255|196|69|86	1.34	38|13|13|83	1																		
