ResId	ResFile	ResFile2	ResAttribID	ResAttribID2	ResSlot	ResSlot2	Desc	Scale	IsOrgColorValue	MinCastValue	SlotName1	SlotGray1	SlotMinCast1	Slot1Color1	Slot1Light1	Slot1Color2	Slot1Light2	Slot1Color3	Slot1Light3	SlotName2	SlotGray2	SlotMinCast2	Slot2Color1	Slot2Light1	Slot2Color2	Slot2Light2	Slot2Color3	Slot2Light3	SlotName3	SlotGray3	SlotMinCast3	Slot3Color1	Slot3Light1	Slot3Color2	Slot3Light2	Slot3Color3	Slot3Light3	DynamicBoneIndex
14828		Player/Doodads/weapons/Prefabs/f12_w_d004_Nv_b.prefab			B_LH	B_RH	段氏女外装武器4B·颜色3				f12_w_d004	1		253|180|132|42		255|244|186|185		244|253|255|255																				
14829		Player/Doodads/weapons/Prefabs/f12_w_d004_Nv_b.prefab			B_LH	B_RH	段氏女外装武器4B·颜色4				f12_w_d004	1		101|173|255|27		255|233|193|172		244|253|255|255																				
14830		Player/Doodads/weapons/Prefabs/f12_w_d004_Nv_b.prefab			B_LH	B_RH	段氏女外装武器4B·颜色5				f12_w_d004	1		183|114|255|31		255|233|193|179		244|253|255|255																				
14831		Player/Doodads/weapons/Prefabs/f12_w_d004_Nv_b.prefab			B_LH	B_RH	段氏女外装武器4B·颜色6				f12_w_d004	1		255|156|170|32		255|224|166|171		203|198|188|255																				
14832		Player/Doodads/weapons/Prefabs/f12_w_d004_Nv_b.prefab			B_LH	B_RH	段氏女外装武器4B·颜色7				f12_w_d004	1		234|234|234|29		255|212|141|153		178|161|131|227																				
14833		Player/Doodads/weapons/Prefabs/f12_w_d004_Nv_b.prefab			B_LH	B_RH	段氏女外装武器4B·颜色8																															
10621		Player/Doodads/weapons/Prefabs/m6_h002.prefab			B_LH	B_RH	丐帮女武器1	0.8	1	0.1	m6_h002	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255																				
10622		Player/Doodads/weapons/Prefabs/m6_h003.prefab			B_LH	B_RH	丐帮女武器2	0.8	1	0.1	m6_h003	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255																				
10623		Player/Doodads/weapons/Prefabs/m6_h004.prefab			B_LH	B_RH	丐帮女武器3	0.8	1	0.1	m6_h004	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255																				
10624		Player/Doodads/weapons/Prefabs/m6_h005.prefab			B_LH	B_RH	丐帮女武器4	0.8	1	0.1	m6_h005	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255																				
10625		Player/Doodads/weapons/Prefabs/m6_h006.prefab			B_LH	B_RH	丐帮女武器5	0.8		0.5	m6_h006	4	0.5	148|193|255|69		180|108|255|10		126|87|247|0																				
10626		Player/Doodads/weapons/Prefabs/m6_h007.prefab			B_LH	B_RH	丐帮女武器6	0.8	1	0.1	m6_h007	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255																				
10627		Player/Doodads/weapons/Prefabs/m6_h008.prefab			B_LH	B_RH	丐帮女武器7	0.8	1	0.1	m6_h008	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255																				
10628		Player/Doodads/weapons/Prefabs/m6_h009.prefab			B_LH	B_RH	丐帮女武器8	0.8	1	0.1	m6_h009	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255																				
10629		Player/Doodads/weapons/Prefabs/m6_h010.prefab			B_LH	B_RH	丐帮女武器9	0.8	1	0.1	m6_h010	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255																				
10630		Player/Doodads/weapons/Prefabs/m6_h011.prefab			B_LH	B_RH	丐帮女武器10	0.8	1	0.1	m6_h011	0	0.1	255|255|255|255		255|255|255|255		255|255|255|255																				
10901		Player/Doodads/weapons/Prefabs/m6_h012.prefab		10531	B_LH	B_RH	丐帮女武器11	0.8																														
10902		Player/Doodads/weapons/Prefabs/m6_h013.prefab		10532	B_LH	B_RH	丐帮女武器12	0.8																														
10903		Player/Doodads/weapons/Prefabs/m6_h014.prefab		10533	B_LH	B_RH	丐帮女武器13	0.8																														
10904		Player/Doodads/weapons/Prefabs/m6_h015.prefab			B_LH	B_RH	丐帮女武器14	0.8	1		m6_h015	0		255|255|255|255		255|255|255|255		255|255|255|255																				
10905		Player/Doodads/weapons/Prefabs/m6_h016.prefab			B_LH	B_RH	丐帮女武器15	0.8	1		m6_h016	0		255|255|255|255		255|255|255|255		255|255|255|255																				
10906		Player/Doodads/weapons/Prefabs/m6_h017.prefab			B_LH	B_RH	丐帮女武器16	0.8	1		m6_h017	0		255|255|255|255		255|255|255|255		255|255|255|255																				
10907		Player/Doodads/weapons/Prefabs/m6_h018.prefab			B_LH	B_RH	丐帮女武器17	0.8	1		m6_h018	0		255|255|255|255		255|255|255|255		255|255|255|255																				
10908		Player/Doodads/weapons/Prefabs/m6_h019.prefab			B_LH	B_RH	丐帮女武器18	0.8			m6_h019	0		255|255|255|255		255|255|255|255		255|255|255|255																				
10909		Player/Doodads/weapons/Prefabs/m6_h020.prefab			B_LH	B_RH	丐帮女武器19	0.8	1		m6_h020	0		255|255|255|255		255|255|255|255		255|255|255|255																				
10910		Player/Doodads/weapons/Prefabs/m6_h011.prefab		10540	B_LH	B_RH	丐帮女武器20	0.8																														
12001		Player/Doodads/weapons/Prefabs/m6_h001.prefab		12001	B_LH	B_RH	丐帮女出生武器·偏色1	0.8																														
12002		Player/Doodads/weapons/Prefabs/m6_h001.prefab		12002	B_LH	B_RH	丐帮女出生武器·偏色2	0.8																														
12003		Player/Doodads/weapons/Prefabs/m6_h001.prefab		12003	B_LH	B_RH	丐帮女出生武器·偏色3	0.8																														
12004		Player/Doodads/weapons/Prefabs/m6_h002.prefab		12004	B_LH	B_RH	丐帮女武器1·偏色1	0.8																														
12005		Player/Doodads/weapons/Prefabs/m6_h002.prefab		12005	B_LH	B_RH	丐帮女武器1·偏色2	0.8																														
12006		Player/Doodads/weapons/Prefabs/m6_h002.prefab		12006	B_LH	B_RH	丐帮女武器1·偏色3	0.8																														
12007		Player/Doodads/weapons/Prefabs/m6_h003.prefab		12007	B_LH	B_RH	丐帮女武器2·偏色1	0.8																														
12008		Player/Doodads/weapons/Prefabs/m6_h003.prefab		12008	B_LH	B_RH	丐帮女武器2·偏色2	0.8																														
12009		Player/Doodads/weapons/Prefabs/m6_h003.prefab		12009	B_LH	B_RH	丐帮女武器2·偏色3	0.8																														
12010		Player/Doodads/weapons/Prefabs/m6_h004.prefab		12010	B_LH	B_RH	丐帮女武器3·偏色1	0.8																														
12011		Player/Doodads/weapons/Prefabs/m6_h004.prefab		12011	B_LH	B_RH	丐帮女武器3·偏色2	0.8																														
12012		Player/Doodads/weapons/Prefabs/m6_h004.prefab		12012	B_LH	B_RH	丐帮女武器3·偏色3	0.8																														
12013		Player/Doodads/weapons/Prefabs/m6_h005.prefab		12013	B_LH	B_RH	丐帮女武器4·偏色1	0.8																														
12014		Player/Doodads/weapons/Prefabs/m6_h005.prefab		12014	B_LH	B_RH	丐帮女武器4·偏色2	0.8																														
12015		Player/Doodads/weapons/Prefabs/m6_h005.prefab		12015	B_LH	B_RH	丐帮女武器4·偏色3	0.8																														
12016		Player/Doodads/weapons/Prefabs/m6_h006.prefab		12016	B_LH	B_RH	丐帮女武器5·偏色1	0.8																														
12017		Player/Doodads/weapons/Prefabs/m6_h006.prefab		12017	B_LH	B_RH	丐帮女武器5·偏色2	0.8																														
12018		Player/Doodads/weapons/Prefabs/m6_h006.prefab		12018	B_LH	B_RH	丐帮女武器5·偏色3	0.8																														
12019		Player/Doodads/weapons/Prefabs/m6_h007.prefab		12019	B_LH	B_RH	丐帮女武器6·偏色1	0.8																														
12020		Player/Doodads/weapons/Prefabs/m6_h007.prefab		12020	B_LH	B_RH	丐帮女武器6·偏色2	0.8																														
12021		Player/Doodads/weapons/Prefabs/m6_h007.prefab		12021	B_LH	B_RH	丐帮女武器6·偏色3	0.8																														
12022		Player/Doodads/weapons/Prefabs/m6_h008.prefab		12022	B_LH	B_RH	丐帮女武器7·偏色1	0.8																														
12023		Player/Doodads/weapons/Prefabs/m6_h008.prefab		12023	B_LH	B_RH	丐帮女武器7·偏色2	0.8																														
12024		Player/Doodads/weapons/Prefabs/m6_h008.prefab		12024	B_LH	B_RH	丐帮女武器7·偏色3	0.8																														
12025		Player/Doodads/weapons/Prefabs/m6_h009.prefab		12025	B_LH	B_RH	丐帮女武器8·偏色1	0.8																														
12026		Player/Doodads/weapons/Prefabs/m6_h009.prefab		12026	B_LH	B_RH	丐帮女武器8·偏色2	0.8																														
12027		Player/Doodads/weapons/Prefabs/m6_h009.prefab		12027	B_LH	B_RH	丐帮女武器8·偏色3	0.8																														
12028		Player/Doodads/weapons/Prefabs/m6_h010.prefab		12028	B_LH	B_RH	丐帮女武器9·偏色1	0.8																														
12029		Player/Doodads/weapons/Prefabs/m6_h010.prefab		12029	B_LH	B_RH	丐帮女武器9·偏色2	0.8																														
12030		Player/Doodads/weapons/Prefabs/m6_h010.prefab		12030	B_LH	B_RH	丐帮女武器9·偏色3	0.8																														
12031		Player/Doodads/weapons/Prefabs/m6_h011.prefab		12031	B_LH	B_RH	丐帮女武器10·偏色1	0.8																														
12032		Player/Doodads/weapons/Prefabs/m6_h011.prefab		12032	B_LH	B_RH	丐帮女武器10·偏色2	0.8																														
12033		Player/Doodads/weapons/Prefabs/m6_h011.prefab		12033	B_LH	B_RH	丐帮女武器10·偏色3	0.8																														
12034		Player/Doodads/weapons/Prefabs/m6_h012.prefab		12034	B_LH	B_RH	丐帮女武器11·偏色1	0.8																														
12035		Player/Doodads/weapons/Prefabs/m6_h012.prefab		12035	B_LH	B_RH	丐帮女武器11·偏色2	0.8																														
12036		Player/Doodads/weapons/Prefabs/m6_h012.prefab		12036	B_LH	B_RH	丐帮女武器11·偏色3	0.8																														
12037		Player/Doodads/weapons/Prefabs/m6_h013.prefab		12037	B_LH	B_RH	丐帮女武器12·偏色1	0.8																														
12038		Player/Doodads/weapons/Prefabs/m6_h013.prefab		12038	B_LH	B_RH	丐帮女武器12·偏色2	0.8																														
12039		Player/Doodads/weapons/Prefabs/m6_h013.prefab		12039	B_LH	B_RH	丐帮女武器12·偏色3	0.8																														
12040		Player/Doodads/weapons/Prefabs/m6_h014.prefab		12040	B_LH	B_RH	丐帮女武器13·偏色1	0.8																														
12041		Player/Doodads/weapons/Prefabs/m6_h014.prefab		12041	B_LH	B_RH	丐帮女武器13·偏色2	0.8																														
12042		Player/Doodads/weapons/Prefabs/m6_h014.prefab		12042	B_LH	B_RH	丐帮女武器13·偏色3	0.8																														
12043		Player/Doodads/weapons/Prefabs/m6_h015.prefab			B_LH	B_RH	丐帮女武器14·偏色1	0.8			m6_h015	1		130|255|141|236		255|213|125|179		33|181|255|8																				
12044		Player/Doodads/weapons/Prefabs/m6_h015.prefab			B_LH	B_RH	丐帮女武器14·偏色2	0.8			m6_h015	1		204|249|253|206		126|232|232|171		252|90|255|13																				
12045		Player/Doodads/weapons/Prefabs/m6_h015.prefab			B_LH	B_RH	丐帮女武器14·偏色3	0.8			m6_h015	1		247|70|70|190		255|253|241|107		247|34|34|0																				
12046		Player/Doodads/weapons/Prefabs/m6_h016.prefab			B_LH	B_RH	丐帮女武器15·偏色1	0.8			m6_h016	1		228|52|52|177		255|254|238|34		185|255|251|233																				
12047		Player/Doodads/weapons/Prefabs/m6_h016.prefab			B_LH	B_RH	丐帮女武器15·偏色2	0.8			m6_h016	1		240|250|251|177		8|126|241|139		255|188|69|217																				
12048		Player/Doodads/weapons/Prefabs/m6_h016.prefab			B_LH	B_RH	丐帮女武器15·偏色3	0.8			m6_h016	1		255|233|176|158		247|113|27|18		58|189|208|180																				
12049		Player/Doodads/weapons/Prefabs/m6_h017.prefab			B_LH	B_RH	丐帮女武器16·偏色1	0.8			m6_h017	1		255|188|116|129		53|99|118|206		200|228|255|0																				
12050		Player/Doodads/weapons/Prefabs/m6_h017.prefab			B_LH	B_RH	丐帮女武器16·偏色2	0.8			m6_h017	1		253|218|174|145		146|30|30|107		255|219|227|51																				
12051		Player/Doodads/weapons/Prefabs/m6_h017.prefab			B_LH	B_RH	丐帮女武器16·偏色3	0.8			m6_h017	1		255|235|213|80		66|162|230|155		255|255|255|0																				
12052		Player/Doodads/weapons/Prefabs/m6_h018.prefab			B_LH	B_RH	丐帮女武器17·偏色1	0.8			m6_h018	1		253|176|80|181		238|238|238|168		136|123|116|72																				
12053		Player/Doodads/weapons/Prefabs/m6_h018.prefab			B_LH	B_RH	丐帮女武器17·偏色2	0.8			m6_h018	1		241|197|142|171		53|173|213|121		255|97|26|16																				
12054		Player/Doodads/weapons/Prefabs/m6_h018.prefab			B_LH	B_RH	丐帮女武器17·偏色3	0.8			m6_h018	1		219|235|251|176		230|157|47|166		75|223|155|161																				
12055		Player/Doodads/weapons/Prefabs/m6_h019.prefab			B_LH	B_RH	丐帮女武器18·偏色1	0.8			m6_h019	1		255|244|238|139		65|65|65|99		255|16|16|15																				
12056		Player/Doodads/weapons/Prefabs/m6_h019.prefab			B_LH	B_RH	丐帮女武器18·偏色2	0.8			m6_h019	1		213|231|255|118		9|101|166|255		255|163|0|61																				
12057		Player/Doodads/weapons/Prefabs/m6_h019.prefab			B_LH	B_RH	丐帮女武器18·偏色3	0.8			m6_h019	1		48|48|48|29		241|155|24|0		33|209|255|0																				
12058		Player/Doodads/weapons/Prefabs/m6_h020.prefab			B_LH	B_RH	丐帮女武器19·偏色1	0.8			m6_h020	1		249|222|205|223		255|244|106|195		49|166|123|192																				
12059		Player/Doodads/weapons/Prefabs/m6_h020.prefab			B_LH	B_RH	丐帮女武器19·偏色2	0.8			m6_h020	1		232|254|255|245		83|84|247|155		170|17|17|211																				
12060		Player/Doodads/weapons/Prefabs/m6_h020.prefab			B_LH	B_RH	丐帮女武器19·偏色3	0.8			m6_h020	1		251|251|251|220		249|255|251|113		185|96|15|184																				
14001		Player/Doodads/weapons/Prefabs/m6_w_h001.prefab		14001	B_LH	B_RH	丐帮女外装武器1·颜色1	0.8																														
14002		Player/Doodads/weapons/Prefabs/m6_w_h001.prefab		14002	B_LH	B_RH	丐帮女外装武器1·颜色2	0.8																														
14003		Player/Doodads/weapons/Prefabs/m6_w_h001.prefab		14003	B_LH	B_RH	丐帮女外装武器1·颜色3	0.8																														
14004		Player/Doodads/weapons/Prefabs/m6_w_h001.prefab		14004	B_LH	B_RH	丐帮女外装武器1·颜色4	0.8																														
14005		Player/Doodads/weapons/Prefabs/m6_w_h001.prefab		14005	B_LH	B_RH	丐帮女外装武器1·颜色5	0.8																														
14006		Player/Doodads/weapons/Prefabs/m6_w_h002.prefab		14006	B_LH	B_RH	丐帮女外装武器2·颜色1	0.8																														
14007		Player/Doodads/weapons/Prefabs/m6_w_h002.prefab		14007	B_LH	B_RH	丐帮女外装武器2·颜色2	0.8																														
14008		Player/Doodads/weapons/Prefabs/m6_w_h002.prefab		14008	B_LH	B_RH	丐帮女外装武器2·颜色3	0.8																														
14009		Player/Doodads/weapons/Prefabs/m6_w_h002.prefab		14009	B_LH	B_RH	丐帮女外装武器2·颜色4	0.8																														
14010		Player/Doodads/weapons/Prefabs/m6_w_h003.prefab			B_LH	B_RH	丐帮女外装武器3·颜色1	0.8	1		m6_w_h003	0		255|255|255|255		255|255|255|255		255|255|255|255																				
14011		Player/Doodads/weapons/Prefabs/m6_w_h003.prefab			B_LH	B_RH	丐帮女外装武器3·颜色2	0.8			m6_w_h003	1		22|176|150|34		43|43|43|172		255|202|123|188																				
14012		Player/Doodads/weapons/Prefabs/m6_w_h003.prefab			B_LH	B_RH	丐帮女外装武器3·颜色3	0.8			m6_w_h003	1		210|21|56|117		255|255|255|243		223|143|70|160																				
14013		Player/Doodads/weapons/Prefabs/m6_w_h003.prefab			B_LH	B_RH	丐帮女外装武器3·颜色4	0.8			m6_w_h003	1		50|42|42|141		0|113|225|199		112|225|255|104																				
14014		Player/Doodads/weapons/Prefabs/m6_w_h003_Nv_b.prefab			B_LH	B_RH	丐帮女外装武器3B·颜色1		1		m6_w_h003_Nv_b	0		255|255|255|255		255|255|255|255		255|255|255|255																				
14015		Player/Doodads/weapons/Prefabs/m6_w_h003_Nv_b.prefab			B_LH	B_RH	丐帮女外装武器3B·颜色2				m6_w_h003_Nv_b	1		22|176|150|34		43|43|43|172		255|202|123|188																				
14016		Player/Doodads/weapons/Prefabs/m6_w_h003_Nv_b.prefab			B_LH	B_RH	丐帮女外装武器3B·颜色3				m6_w_h003_Nv_b	1		210|21|56|117		255|255|255|243		223|143|70|160																				
14017		Player/Doodads/weapons/Prefabs/m6_w_h003_Nv_b.prefab			B_LH	B_RH	丐帮女外装武器3B·颜色4				m6_w_h003_Nv_b	1		50|42|42|141		0|113|225|199		112|225|255|104																				
14018		Player/Doodads/weapons/Prefabs/m6_w_h004.prefab			B_LH	B_RH	丐帮女外装武器4·颜色1	0.8	1		m6_w_h004	0		217|49|122|255		255|255|255|255		255|255|255|255																				
14019		Player/Doodads/weapons/Prefabs/m6_w_h004.prefab			B_LH	B_RH	丐帮女外装武器4·颜色2	0.8			m6_w_h004	1		111|255|255|141		234|202|164|142		237|243|244|246																				
14020		Player/Doodads/weapons/Prefabs/m6_w_h004.prefab			B_LH	B_RH	丐帮女外装武器4·颜色3	0.8			m6_w_h004	1		255|175|122|78		248|234|193|190		217|226|231|241																				
14021		Player/Doodads/weapons/Prefabs/m6_w_h004.prefab			B_LH	B_RH	丐帮女外装武器4·颜色4	0.8			m6_w_h004	1		95|174|255|99		244|219|163|153		228|242|234|238																				
14022		Player/Doodads/weapons/Prefabs/m6_w_h004.prefab			B_LH	B_RH	丐帮女外装武器4·颜色5	0.8			m6_w_h004	1		183|104|255|37		227|207|165|141		218|232|236|239																				
14023		Player/Doodads/weapons/Prefabs/m6_w_h004.prefab			B_LH	B_RH	丐帮女外装武器4·颜色6	0.8			m6_w_h004	1		247|141|157|85		246|213|155|176		191|189|179|240																				
14024		Player/Doodads/weapons/Prefabs/m6_w_h004.prefab			B_LH	B_RH	丐帮女外装武器4·颜色7	0.8			m6_w_h004	1		236|247|247|107		248|210|157|177		189|172|135|246																				
14025		Player/Doodads/weapons/Prefabs/m6_w_h004.prefab			B_LH	B_RH	丐帮女外装武器4·颜色8	0.8																														
14026		Player/Doodads/weapons/Prefabs/m6_w_h004_Nv_b.prefab			B_LH	B_RH	丐帮女外装武器4B·颜色1		1		m6_w_h004_Nv_b	0		217|49|122|255		255|255|255|255		255|255|255|255																				
14027		Player/Doodads/weapons/Prefabs/m6_w_h004_Nv_b.prefab			B_LH	B_RH	丐帮女外装武器4B·颜色2				m6_w_h004_Nv_b	1		111|255|255|141		234|202|164|142		237|243|244|246																				
14028		Player/Doodads/weapons/Prefabs/m6_w_h004_Nv_b.prefab			B_LH	B_RH	丐帮女外装武器4B·颜色3				m6_w_h004_Nv_b	1		255|175|122|78		248|234|193|190		217|226|231|241																				
14029		Player/Doodads/weapons/Prefabs/m6_w_h004_Nv_b.prefab			B_LH	B_RH	丐帮女外装武器4B·颜色4				m6_w_h004_Nv_b	1		95|174|255|99		244|219|163|153		228|242|234|238																				
14030		Player/Doodads/weapons/Prefabs/m6_w_h004_Nv_b.prefab			B_LH	B_RH	丐帮女外装武器4B·颜色5				m6_w_h004_Nv_b	1		183|104|255|37		227|207|165|141		218|232|236|239																				
14031		Player/Doodads/weapons/Prefabs/m6_w_h004_Nv_b.prefab			B_LH	B_RH	丐帮女外装武器4B·颜色6				m6_w_h004_Nv_b	1		247|141|157|85		246|213|155|176		191|189|179|240																				
14032		Player/Doodads/weapons/Prefabs/m6_w_h004_Nv_b.prefab			B_LH	B_RH	丐帮女外装武器4B·颜色7				m6_w_h004_Nv_b	1		236|247|247|107		248|210|157|177		189|172|135|246																				
14033		Player/Doodads/weapons/Prefabs/m6_w_h004_Nv_b.prefab			B_LH	B_RH	丐帮女外装武器4B·颜色8																															
14034		Player/Doodads/weapons/Prefabs/m6_w_h001.prefab			B_LH	B_RH	丐帮女外装武器9·颜色2	0.8																														
14035		Player/Doodads/weapons/Prefabs/m6_w_h001.prefab			B_LH	B_RH	丐帮女外装武器9·颜色3	0.8																														
14036		Player/Doodads/weapons/Prefabs/m6_w_h001.prefab			B_LH	B_RH	丐帮女外装武器9·颜色4	0.8																														
14037		Player/Doodads/weapons/Prefabs/m6_w_h001.prefab			B_LH	B_RH	丐帮女外装武器10·颜色1	0.8																														
14038		Player/Doodads/weapons/Prefabs/m6_w_h001.prefab			B_LH	B_RH	丐帮女外装武器10·颜色2	0.8																														
14039		Player/Doodads/weapons/Prefabs/m6_w_h001.prefab			B_LH	B_RH	丐帮女外装武器10·颜色3	0.8																														
14040		Player/Doodads/weapons/Prefabs/m6_w_h001.prefab			B_LH	B_RH	丐帮女外装武器10·颜色4	0.8																														
15001	Player/Doodads/weapons/Prefabs/f14_y001_l.prefab	Player/Doodads/weapons/Prefabs/f14_y001_r.prefab			B_LH	B_RH	杨门出生武器		1		f14_y001_l	0		255|255|255|255		255|255|255|255		255|255|255|255		f14_y001_r	0		255|255|255|255		255|255|255|255		255|255|255|255											
15002	Player/Doodads/weapons/Prefabs/f14_y001_l.prefab	Player/Doodads/weapons/Prefabs/f14_y001_r.prefab			B_LH	B_RH	杨门出生武器·偏色1				f14_y001_l	1		251|251|251|225		25|136|191|215		57|156|176|199		f14_y001_r	1		251|251|251|225		25|136|191|215		57|156|176|199											
15003	Player/Doodads/weapons/Prefabs/f14_y001_l.prefab	Player/Doodads/weapons/Prefabs/f14_y001_r.prefab			B_LH	B_RH	杨门出生武器·偏色2				f14_y001_l	1		241|62|65|225		241|241|238|255		255|253|251|199		f14_y001_r	1		241|62|65|225		241|241|238|255		255|253|251|199											
15004	Player/Doodads/weapons/Prefabs/f14_y001_l.prefab	Player/Doodads/weapons/Prefabs/f14_y001_r.prefab			B_LH	B_RH	杨门出生武器·偏色3				f14_y001_l	1		255|255|255|225		135|255|155|222		28|255|114|199		f14_y001_r	1		255|255|255|225		135|255|155|222		28|255|114|199											
15005	Player/Doodads/weapons/Prefabs/f14_y002_l.prefab	Player/Doodads/weapons/Prefabs/f14_y002_r.prefab			B_LH	B_RH	杨门武器1		1		f14_y002_l	0		255|255|255|255		255|255|255|255		255|255|255|255		f14_y002_r	0		255|255|255|255		255|255|255|255		255|255|255|255											
15006	Player/Doodads/weapons/Prefabs/f14_y002_l.prefab	Player/Doodads/weapons/Prefabs/f14_y002_r.prefab			B_LH	B_RH	杨门武器1·偏色1				f14_y002_l	1		243|252|255|201		7|79|149|255		249|207|132|255		f14_y002_r	1		243|252|255|201		7|79|149|255		249|207|132|255											
15007	Player/Doodads/weapons/Prefabs/f14_y002_l.prefab	Player/Doodads/weapons/Prefabs/f14_y002_r.prefab			B_LH	B_RH	杨门武器1·偏色2				f14_y002_l	1		255|228|189|201		151|15|15|255		255|255|255|255		f14_y002_r	1		255|228|189|201		151|15|15|255		255|255|255|255											
15008	Player/Doodads/weapons/Prefabs/f14_y002_l.prefab	Player/Doodads/weapons/Prefabs/f14_y002_r.prefab			B_LH	B_RH	杨门武器1·偏色3				f14_y002_l	1		255|182|104|201		255|255|255|255		45|52|51|233		f14_y002_r	1		255|182|104|201		255|255|255|255		45|52|51|233											
15009	Player/Doodads/weapons/Prefabs/f14_y003_l.prefab	Player/Doodads/weapons/Prefabs/f14_y003_r.prefab			B_LH	B_RH	杨门武器2		1		f14_y003_l	0		255|255|255|255		255|255|255|255		255|255|255|255		f14_y003_r	0		255|255|255|255		255|255|255|255		255|255|255|255											
15010	Player/Doodads/weapons/Prefabs/f14_y003_l.prefab	Player/Doodads/weapons/Prefabs/f14_y003_r.prefab			B_LH	B_RH	杨门武器2·偏色1				f14_y003_l	1		255|215|144|139		114|136|240|181		172|255|196|66		f14_y003_r	1		255|215|144|139		114|136|240|181		172|255|196|66											
15011	Player/Doodads/weapons/Prefabs/f14_y003_l.prefab	Player/Doodads/weapons/Prefabs/f14_y003_r.prefab			B_LH	B_RH	杨门武器2·偏色2				f14_y003_l	1		255|208|121|168		241|255|241|169		9|99|144|220		f14_y003_r	1		255|208|121|168		241|255|241|169		9|99|144|220											
15012	Player/Doodads/weapons/Prefabs/f14_y003_l.prefab	Player/Doodads/weapons/Prefabs/f14_y003_r.prefab			B_LH	B_RH	杨门武器2·偏色3				f14_y003_l	1		255|237|198|144		54|120|133|208		255|233|195|137		f14_y003_r	1		255|237|198|144		54|120|133|208		255|233|195|137											
15013	Player/Doodads/weapons/Prefabs/f14_y004_l.prefab	Player/Doodads/weapons/Prefabs/f14_y004_r.prefab			B_LH	B_RH	杨门武器3		1		f14_y004_l	0		255|255|255|255		255|255|255|255		255|255|255|255		f14_y004_r	0		255|255|255|255		255|255|255|255		255|255|255|255											
15014	Player/Doodads/weapons/Prefabs/f14_y004_l.prefab	Player/Doodads/weapons/Prefabs/f14_y004_r.prefab			B_LH	B_RH	杨门武器3·偏色1				f14_y004_l	1		104|66|37|255		255|255|255|187		22|255|235|255		f14_y004_r	1		104|66|37|255		255|255|255|187		22|255|235|255											
15015	Player/Doodads/weapons/Prefabs/f14_y004_l.prefab	Player/Doodads/weapons/Prefabs/f14_y004_r.prefab			B_LH	B_RH	杨门武器3·偏色2				f14_y004_l	1		45|71|73|220		255|255|255|203		255|154|118|153		f14_y004_r	1		45|71|73|220		255|255|255|203		255|154|118|153											
15016	Player/Doodads/weapons/Prefabs/f14_y004_l.prefab	Player/Doodads/weapons/Prefabs/f14_y004_r.prefab			B_LH	B_RH	杨门武器3·偏色3				f14_y004_l	1		82|20|54|169		219|219|219|145		81|231|253|255		f14_y004_r	1		82|20|54|169		219|219|219|145		81|231|253|255											
15017	Player/Doodads/weapons/Prefabs/f14_y005_l.prefab	Player/Doodads/weapons/Prefabs/f14_y005_r.prefab			B_LH	B_RH	杨门武器4		1		f14_y005_l	0		255|255|255|255		255|255|255|255		255|255|255|255		f14_y005_r	0		255|255|255|255		255|255|255|255		255|255|255|255											
15018	Player/Doodads/weapons/Prefabs/f14_y005_l.prefab	Player/Doodads/weapons/Prefabs/f14_y005_r.prefab			B_LH	B_RH	杨门武器4·偏色1				f14_y005_l	1		40|77|108|255		255|209|140|120		255|234|247|110		f14_y005_r	1		40|77|108|255		255|209|140|120		255|234|247|110											
15019	Player/Doodads/weapons/Prefabs/f14_y005_l.prefab	Player/Doodads/weapons/Prefabs/f14_y005_r.prefab			B_LH	B_RH	杨门武器4·偏色2				f14_y005_l	1		69|69|69|255		255|71|71|161		249|241|220|110		f14_y005_r	1		69|69|69|255		255|71|71|161		249|241|220|110											
15020	Player/Doodads/weapons/Prefabs/f14_y005_l.prefab	Player/Doodads/weapons/Prefabs/f14_y005_r.prefab			B_LH	B_RH	杨门武器4·偏色3				f14_y005_l	1		255|239|172|208		228|161|60|214		46|89|125|219		f14_y005_r	1		255|239|172|208		228|161|60|214		46|89|125|219											
15021	Player/Doodads/weapons/Prefabs/f14_y006_l.prefab	Player/Doodads/weapons/Prefabs/f14_y006_r.prefab			B_LH	B_RH	杨门武器5		1		f14_y006_l	0		255|255|255|255		255|255|255|255		255|255|255|255		f14_y006_r	0		255|255|255|255		255|255|255|255		255|255|255|255											
15022	Player/Doodads/weapons/Prefabs/f14_y006_l.prefab	Player/Doodads/weapons/Prefabs/f14_y006_r.prefab			B_LH	B_RH	杨门武器5·偏色1				f14_y006_l	1		255|254|240|118		217|88|245|187		89|128|166|96		f14_y006_r	1		255|254|240|118		217|88|245|187		89|128|166|96											
15023	Player/Doodads/weapons/Prefabs/f14_y006_l.prefab	Player/Doodads/weapons/Prefabs/f14_y006_r.prefab			B_LH	B_RH	杨门武器5·偏色2				f14_y006_l	1		255|234|198|101		0|160|255|234		48|97|97|120		f14_y006_r	1		255|234|198|101		0|160|255|234		48|97|97|120											
