nTaskId	szTaskIndex	szTaskTitle	szDetailDesc	szTaskDesc	szFinishDesc	szTrackInfo	szFinishTrackInfo	ShowClientNpc	DeleteClientNpc	Require_FinishTask	nAutoNextTaskId	nFinishDialogId	nFinishTaskNpcId	Target_PersonalFuben	bAutoFinish	Target_ExtPoint	nTaskItemId	bShowFinish	nNeedConfirmFinish	szAwardInfo	Target_KillNpc	bKillNpcToAllPlayer	nTaskType	bNotAutoNext	szOnFinishTrack	Target_OnTrap	Target_CollectItem	Target_Achievement	Target_EnterMap	Target_MinLevel	Require_MinLevel	Require_MaxLevel	nAcceptTaskNpcId	nAcceptDialogId	IsFinishGuide	bCanRepeat	szAchievement
211	MainTask1_211	[主]原璧归赵	这块红玉通体赤红，看来是极为珍稀之物，这个少年的出身看来不一般啊！	将宝玉交还给[FFFE0D]剑云[-]	将宝玉交还给[FFFE0D]剑云[-]	[url=clientnpcbyidx:test, 137]	[url=clientnpcbyidx:test, 137]	137	137	210	212	203								Exp|32000			1	1													
212	MainTask1_212	[主]秋雨姑娘	真是踏破铁鞋无觅处，得来全不费工夫，想不到竟然在这遇到秋雨姑娘的儿子！	跟剑云回去见见[FFFE0D]秋雨姑娘[-]	跟剑云回去见见[FFFE0D]秋雨姑娘[-]	[url=clientnpcbyidx:test, 141]	[url=clientnpcbyidx:test, 141]	139|141	139|141	211	213	204								Exp|24000			1	1													
213	MainTask1_213	[主]朝廷将军	原来刘将军是秋雨姑娘的舅父，看得出他是个热心肠的人，可惜一直未能位居高位！	把美酒带给[FFFE0D]刘将军[-]	把美酒带给[FFFE0D]刘将军[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	140|142	140|142	212	214	205	91							Exp|32000			1	1													
214	MainTask1_214	[主]张家公子	不知道这段时间以来，老板娘那儿有没有新的消息，赶紧过去看看！	去找[FFFE0D]酒楼老板[-]	去找[FFFE0D]酒楼老板[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]			213	215	206	99							Exp|32000			1	1													
215	MainTask1_215	[主]意气相投	呃，原来老板娘也是颇有故事的人，就听听看她口中关于独孤剑大侠与张如梦大侠的故事吧！	听[FFFE0D]酒楼老板[-]讲讲当年之事	听[FFFE0D]酒楼老板[-]讲讲当年之事	[url=gotofuben:test, 4, 3, 1]				214	216			4|3|1	1			1		Exp|120000			1	1													
216	MainTask1_216	[主]表明谢意	看来当年独孤大侠与张如梦公子不但是知己好友，更是竞争对手啊，不知道我何时也能找到这么一个人呢？	感谢[FFFE0D]酒楼老板[-]	感谢[FFFE0D]酒楼老板[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]			215	217	208	99					1	1	Exp|80000;ComposeValue|2|1;Item|9568|1			1	1													
217	MainTask1_217	[主]旧时故人	也不知道老王现在在什么地方，城中的卫兵知道在此驻守多年，或许会知道也说不定，去问问看吧！	先将等级提升到[FFFE0D]36[-]级	询问[FFFE0D]卫兵[-]老王如今在哪	[url=clientnpcbyidx:test, 143]	[url=clientnpcbyidx:test, 143]	143	143	216	218	209						1	1	Exp|40000;Item|1103|1			1	1						36							Task_5
218	MainTask1_218	[主]前去寻找	卫兵果然知道老王在哪，按照地图上的指示先找到老王再说！	按照卫兵的指示去找[FFFE0D]老王[-]	按照卫兵的指示去找[FFFE0D]老王[-]	[url=clientnpcbyidx:test, 145]	[url=clientnpcbyidx:test, 145]	144|145	144|145	217	219	210								Exp|40000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_06"]												
219	MainTask1_219	[主]心中疑惑	老王看来对这些陈年旧事也颇感兴趣啊，不过也好，就顺带去见见贾老实，看看有没有其他收获！	找[FFFE0D]贾老实[-]解开老王的疑惑	找[FFFE0D]贾老实[-]解开老王的疑惑	[url=clientnpcbyidx:test, 147]	[url=clientnpcbyidx:test, 147]	146|147	146|147	218	220	211								Exp|32000			1	1													
220	MainTask1_220	[主]埋宝之地	这贾老实还真是不愿吃亏，南宫姑娘的儿子南宫飞云在若干年前名动武林，武功深不可测，后来不知道为什么消失了，有机会我也要了解一下他的事迹！	去南宫彩虹[FFFE0D]埋东西的地方[-]	去南宫彩虹[FFFE0D]埋东西的地方[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	148		219	221				1	1	213			Exp|40000			1	1	[url=dialog:test, 212]												
221	MainTask1_221	[主]南宫世家	这南宫家的守卫也只是尽职，唉，不过我必须的过去，尽量不要伤着他们，想办法闯过去！	看来只能[FFFE0D]硬闯[-]了	看来只能[FFFE0D]硬闯[-]了	[url=npcanddosomething:test, 1014, 405, autofight, 1]		148		220	222				1					Exp|80000	1014|3	1	1	1													
222	MainTask1_222	[主]挖掘宝藏	这里就是贾老实告诉我的地点了，不知道南宫姑娘当年到底在这里埋下了什么东西，莫非是武功秘籍？但是贾老实应该不感兴趣啊，莫非是珍贵的首饰？	去找南宫彩虹[FFFE0D]埋下的东西[-]	去找南宫彩虹[FFFE0D]埋下的东西[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	148	148	221	223				1	1	215			Exp|40000			1	1	[url=dialog:test, 214]												
223	MainTask1_223	[主]一个布包	奇怪，这布包入手这么轻，而且极软，好像其中只是一些布料，呃，难道……这是当年南宫姑娘留下的衣物？这贾老实不会这么……咳咳，算了，先拿回去给他吧！	带着布包[FFFE0D]回去找贾老实[-]	带着布包[FFFE0D]回去找贾老实[-]	[url=clientnpcbyidx:test, 147]	[url=clientnpcbyidx:test, 147]	147	147	222	224	215								Exp|40000			1	1													
224	MainTask1_224	[主]真相大白	原来贾老实当年愿意帮独孤大侠，为的只是一滴南宫姑娘的眼泪，不过这种东西，哪里说得清真假，我猜独孤大侠也未必真的给了他眼泪！	将事情的真相告诉[FFFE0D]老王[-]	将事情的真相告诉[FFFE0D]老王[-]	[url=clientnpcbyidx:test, 145]	[url=clientnpcbyidx:test, 145]	145|148	145|148	223	225	216								Exp|32000			1	1													
225	MainTask1_225	[主]原来如此	总算是解开了老王心中的谜题，独孤大侠勇闯碧霞岛的事迹我早有耳闻，只是一直都是道听途说，今日能够听到老王亲身经历的，必然更精彩！	让老王告诉你[FFFE0D]当年的经过[-]	让老王告诉你[FFFE0D]当年的经过[-]	[url=goanddosomething:test, 405, 6100, 10500, gotofuben, 4, 4, 1]		146	146	224	226			4|4|1	1			1		Exp|120000			1	1													
226	MainTask1_226	[主]再三言谢	原来事情的经过是这般，不过那个采花贼不知道是何许人物，连张琳心姑娘都不是他的对手，这种人想必也是武林中的好手，做什么不好偏生要去做什么采花贼！	向[FFFE0D]老王[-]道谢	向[FFFE0D]老王[-]道谢	[url=clientnpcbyidx:test, 145]	[url=clientnpcbyidx:test, 145]	145	145	225	227	218								Exp|40000			1	1													
227	MainTask1_227	[主]包中秘藏	不知道那个包裹里面装的是什么东西，该不会真的是南宫姑娘的衣物吧……不行，我得回去问问贾老实！	[FFFE0D]回去问贾老实包里是什么[-]	[FFFE0D]回去问贾老实包里是什么[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	146	146	226	228				1	1	220			Exp|32000			1	1	[url=dialog:test, 219]												
228	MainTask1_228	[主]再度相助	这少女还真是幸运，竟然连续两次让我碰见，唉，虽然她上次似乎并不高兴，但我也不能路见不平却不相助！	再次[FFFE0D]帮助少女[-]	再次[FFFE0D]帮助少女[-]	[url=npcanddosomething:test, 1015, 405, autofight, 1]		150	150	227	229				1					Exp|80000	1015|3	1	1	1													
229	MainTask1_229	[主]莫名其妙	我救了她，这姑娘反而很不高兴……到底是什么原因？莫非其中有什么隐情，难道是这些人盯上了她的家人？不行，我得问个清楚！	询问[FFFE0D]少女[-]到底怎么回事	询问[FFFE0D]少女[-]到底怎么回事	[url=clientnpcbyidx:test, 149]	[url=clientnpcbyidx:test, 149]	149	149	228	230	221								Exp|40000			1	1	[url=dialog:test, 6221]												
230	MainTask1_230	[主]富家千金	原来是这样，这两人竟然花钱自导自演了一出好戏，只是被我给破坏了……难怪这位姑娘如此不高兴，不过何梅……不就是当年独孤大侠救下了女子吗？竟如此之巧，正好去见她一见！	去见见[FFFE0D]何梅[-]	去见见[FFFE0D]何梅[-]	[url=clientnpcbyidx:test, 153]	[url=clientnpcbyidx:test, 153]	150|153|152	150|153|152	229	231	222								Exp|40000			1	1													
231	MainTask1_231	[主]心有所想	看来何姑娘是个深明大义的人，也许是当年她没能得到独孤大侠的青睐，所以如今对两情相悦的人特别羡慕吧、	先将等级提升到[FFFE0D]38[-]级	将何梅的看法告诉[FFFE0D]周小富[-]	[url=clientnpcbyidx:test, 191]	[url=clientnpcbyidx:test, 191]	150|154|191	154|191	230	232	223						1	1	Exp|32000;Item|1063|1			1	1						38							
232	MainTask1_232	[主]包中乾坤	希望周小富能够发奋图强，成就一番事业，好光明正大的迎娶何筱蔷吧！是时候该去找贾老实了！	问问[FFFE0D]贾老实[-]包里是什么	问问[FFFE0D]贾老实[-]包里是什么	[url=clientnpcbyidx:test, 147]	[url=clientnpcbyidx:test, 147]	147|192	147|150|192	231	233	224								Exp|32000			1	1													
233	MainTask1_233	[主]棋逢敌手	原来当年张大侠和独孤大侠竟然交过手！这可真是少有的秘辛，估计也就知道寥寥数人知道，一定要问个清楚！	听[FFFE0D]贾老实[-]说出当年的事情	听[FFFE0D]贾老实[-]说出当年的事情	[url=goanddosomething:test, 405, 14550, 14020, gotofuben, 4, 5, 1]		148	148	232	234			4|5|1	1			1		Exp|160000			1	1													
234	MainTask1_234	[主]略胜一筹	两人均是武林中的一流高手，虽然结果是两败俱伤，不过依然是独孤大侠略胜一筹，只是当时两人分别被救走，救走张大侠的是南宫姑娘，那救走独孤大侠的会是谁呢？	向[FFFE0D]贾老实[-]道谢	向[FFFE0D]贾老实[-]道谢	[url=clientnpcbyidx:test, 147]	[url=clientnpcbyidx:test, 147]	147	147	233	235	226						1	1	Exp|60000;Item|1113|1			1	1													
235	MainTask1_235	[主]打听消息	看来年轻时还是独孤大侠更胜一筹，不知后来他们两人是否还曾经交手，真希望有朝一日能够与他们过招！先不多想了，回去问问老板娘有没有消息吧！	回临安找[FFFE0D]公孙惜花[-]	回临安找[FFFE0D]公孙惜花[-]	[url=npc:testtt,$F,15]	[url=npc:testtt,$F,15]	148	148	234	236	6234	99					1	1	Exp|20000;ComposeValue|2|2			1	1													
236	MainTask1_236	[主]暂告段落	少侠接下来要去之地颇为凶险，更何况闯荡江湖已有一些时日，江湖中尚有许多趣事，何不前去看一看？	历练一番升到[FFFE0D]40[-]级	历练一番升到[FFFE0D]40[-]级	[url=openwnd:test, CalendarPanel, 1]	[url=openwnd:test, CalendarPanel, 1]			235	237				1								1	1						40							
237	MainTask1_237	[主]再探武夷	昔日的武林也极为精彩！这些前辈的风采着实令人向往，不知道如今独孤大侠和张大侠又会在什么地方呢？	再次去[FFFE0D]武夷剑派[-]打听消息	再次去[FFFE0D]武夷剑派[-]打听消息	[url=pos:test,404,14280,3950]	[url=pos:test,404,14280,3950]			236	238				1					Exp|30000			1	1	[url=dialog:test, 233]				480								
238	MainTask1_238	[主]五色信物	要前往武夷剑派还真是有些麻烦，总而言之还是按他们的规矩来，先闯过九猴洞再说吧！	击退九猴洞的[FFFE0D]猴子[-]	击退九猴洞的[FFFE0D]猴子[-]	[url=npcanddosomething:test, 1424, 480, autofight, 1]		128	128	237	239				1					Exp|90000	1424|3	1	1	1													
239	MainTask1_239	[主]重返武夷	武夷剑派掌门不知道是否已经回来，当年武夷禁地到底发生了什么事情，我也十分好奇。	询问[FFFE0D]武夷派弟子[-]能否觐见	询问[FFFE0D]武夷派弟子[-]能否觐见	[url=clientnpcbyidx:test, 259]	[url=clientnpcbyidx:test, 259]	148|259	148|259	238	240	227						1	1	Exp|40000;Item|222|5			1	1													
240	MainTask1_240	[主]静候通报	张掌门总算是回来了，幸好这次没有白跑一趟，希望能够顺利前往武夷禁地一观。	[FFFE0D]在一旁等候[-]片刻	[FFFE0D]在一旁等候[-]片刻	[url=taskitem:test, $T]	[url=taskitem:test, $T]	262	262	239	241				1	1	229			Exp|30000			1	1	[url=dialog:test, 228]												
241	MainTask1_241	[主]询问结果	听这位师兄的话好像不太顺利啊，看他的表情似乎也有些奇怪，莫非发生了什么变故？	[FFFE0D]上前询问[-]是否能进入禁地	[FFFE0D]上前询问[-]是否能进入禁地	[url=taskitem:test, $T]	[url=taskitem:test, $T]	261	261	240	242				1	1	230			Exp|30000			1	1	[url=dialog:test, 229]												
242	MainTask1_242	[主]五色信物	原来是向考验考验我，这还不容易！五色教本来就不是什么好东西，如今还有一些残党妄图光复，简直是不自量力！	击败[FFFE0D]密探[-]取得信物	击败[FFFE0D]密探[-]取得信物	[url=npcanddosomething:test, 1427, 480, autofight, 1]		260	260	241	243				1					Exp|90000	1427|3	1	1	1	[url=dialog:test, 230]												
243	MainTask1_243	[主]证明清白	五色教首级和信物，有了这些，他们总该相信我不是什么五色教的奸细了吧！	将信物拿回去给[FFFE0D]武夷弟子[-]	将信物拿回去给[FFFE0D]武夷弟子[-]	[url=clientnpcbyidx:test, 259]	[url=clientnpcbyidx:test, 259]	259	259	242	244	232								Exp|30000			1	1													
244	MainTask1_244	[主]武夷剑派	总算是得到了他们的信任，不知道昔日也是武林大派之一的的武夷派，如今是什么样子呢？	前往[FFFE0D]武夷派[-]	前往[FFFE0D]武夷派[-]	[url=pos:test,480,7200,6600]	[url=pos:test,480,7200,6600]	193|260	193|260	243	245				1					Exp|30000			1	1					488								Task_6
245	MainTask1_245	[主]掌门张林	张掌门当年经历过当年惨变，是如今少有还在武林中侠名远播的前辈名宿，想必有其过人之处，快点去见见他吧！	拜见武夷掌门[FFFE0D]张林[-]	拜见武夷掌门[FFFE0D]张林[-]	[url=clientnpcbyidx:test, 129]	[url=clientnpcbyidx:test, 129]	128|129	128|129	244	246	234								Exp|40000			1	1	[url=openwnd:test, ChapterPanel, "ChapterTitle_07"]												
246	MainTask1_246	[主]武夷秘史	不知当年武夷派到底经历了何等惨变，才会萧条到如今的地步，江湖纷争，着实可怕！邪教害人之深，可见一斑！	了解[FFFE0D]武夷派[-]昔日的变故	了解[FFFE0D]武夷派[-]昔日的变故	[url=goanddosomething:test, 488, 3000, 6300, gotofuben, 5, 1, 1]		130	130	245	247			5|1|1	1			1		Exp|150000			1	1													
247	MainTask1_247	[主]多谢相告	原来昔日柳中原也是血书中的目标之一，唉，这些曾是江湖顶尖的侠客，最终仍是不免被武功更高强的人所害，恩怨不止……	先将等级提升到[FFFE0D]43[-]级	感谢[FFFE0D]张林[-]告诉你	[url=clientnpcbyidx:test, 195]	[url=clientnpcbyidx:test, 195]	195	195	246	248	236						1	1	Exp|20000;Item|1969|1			1	1						43							
248	MainTask1_248	[主]红衣刺客	奇怪，武夷剑派虽然式微，毕竟仍是颇有底蕴，到底是什么人竟敢来捣乱！	击败埋伏的[FFFE0D]刺客[-]	击败埋伏的[FFFE0D]刺客[-]	[url=npcanddosomething:test, 1429, 488, autofight, 1]		196	196	247	249				1					Exp|90000	1429|3	1	1	1	[url=dialog:test, 244]												
249	MainTask1_249	[主]所为何来	这些人武功不凡，不似是寻常小贼，倒像是有备而来，得问问张掌门知不知道他们是谁！	询问[FFFE0D]张林[-]那些是什么人	询问[FFFE0D]张林[-]那些是什么人	[url=clientnpcbyidx:test, 195]	[url=clientnpcbyidx:test, 195]	195	195	248	250	245								Exp|40000			1	1													
250	MainTask1_250	[主]武夷禁地	看来张掌门心中清楚，却不愿多说。不过没想到原来独孤大侠的「风雷九州」与张琳心姑娘的「凤舞九天」就是在武夷剑派禁地学会的，可惜后来没人能将这两套武功发扬光大了。	与张林一同前往[FFFE0D]武夷禁地[-]	与张林一同前往[FFFE0D]武夷禁地[-]	[url=pos:test,488,7470,10450]	[url=pos:test,488,7450,10500]	185|186	185	249	251				1					Exp|40000			1	1	[url=dialog:test, 246]				489								
251	MainTask1_251	[主]风雷九州	墙上的就是当年独孤大侠夫妇后来仗之以名动武林的绝技之一——「风雷九州」与「凤舞九天」，据说是昔日五色教高人所创和据说是昔日武夷剑派的一位女侠所创，可惜如今已经残破……	查看[FFFE0D]墙壁上残破的武功[-]	查看[FFFE0D]墙壁上残破的武功[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	186	186	250	252				1	1	238			Exp|30000			1	1													
252	MainTask1_252	[主]了解过往	当年独孤大侠伉俪在这里学会了绝世武功，不知详细情况究竟是如何，还是得问问张掌门才是。	问问[FFFE0D]张林[-]当年之事	问问[FFFE0D]张林[-]当年之事	[url=clientnpcbyidx:test, 197]	[url=clientnpcbyidx:test, 197]	197	197	251	253	248								Exp|40000			1	1													
253	MainTask1_253	[主]当年血史	跟着张掌门的记忆，追寻独孤剑的脚步，去了解当年武夷禁地柳中原老前辈遭到伏击的经过。	听[FFFE0D]张林[-]叙说当年的惨剧	听[FFFE0D]张林[-]叙说当年的惨剧	[url=goanddosomething:test, 489, 3600, 5550, gotofuben, 5, 2, 1]		198	198	252	254			5|2|1	1			1		Exp|150000			1	1													
254	MainTask1_254	[主]事情已了	张掌门当年也曾经在武夷禁地，本以为那一驿武夷剑派的精锐已经尽损，所幸张掌门吉人自有天相，受了如此重伤最终仍是挺过去了。	再次向[FFFE0D]张林[-]道谢	再次向[FFFE0D]张林[-]道谢	[url=clientnpcbyidx:test, 199]	[url=clientnpcbyidx:test, 199]	199	199	253	255	250						1	1	Exp|20000;Item|222|5			1	1													
255	MainTask1_255	[主]寻回失物	张掌门分明是极为心细之人，怎么可能漏了什么东西呢？看来此举定有深意，我得好好观察一下！	回禁地帮张林[FFFE0D]找东西[-]	回禁地帮张林[FFFE0D]找东西[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	200		254	256				1	1	251			Exp|30000			1	1													
256	MainTask1_256	[主]刺客再现	想不到他们的主意竟也打到了这里，看来我得加快脚步了，绝不能让他们找到独孤大侠和「山河社稷图」！	击败出现的[FFFE0D]刺客[-]	击败出现的[FFFE0D]刺客[-]	[url=npcanddosomething:test, 1428, 489, autofight, 1]		200		255	257				1					Exp|90000	1428|3	1	1	1													
257	MainTask1_257	[主]翻箱倒柜	奇怪，怎地又有刺客，莫非武夷剑派真有什么秘密不成？张掌门说的卷轴应该就在这些箱子之中，赶紧找到拿去给他吧！	翻找张林[FFFE0D]所说的卷轴[-]	翻找张林[FFFE0D]所说的卷轴[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	200		256	258				1	1	253			Exp|30000			1	1													
258	MainTask1_258	[主]断壁剑痕	咦，那边的墙上有几道很奇怪的痕迹，去看看是什么东西！	到一旁看看[FFFE0D]墙壁上的剑痕[-]	到一旁看看[FFFE0D]墙壁上的剑痕[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	200	200	257	259				1	1	254			Exp|30000			1	1													
259	MainTask1_259	[主]剑痕来历	这剑痕……经历了这么久的年月却依然能够隐约感觉到其中磅礴大气的剑意，咦，奇怪，旁边似乎还有一道温婉的剑意，这是谁留下来的呢？	回去将东西交给[FFFE0D]张林[-]	回去将东西交给[FFFE0D]张林[-]	[url=clientnpcbyidx:test, 199]	[url=clientnpcbyidx:test, 199]	199	199	258	260	255						1	1	Exp|30000;ComposeValue|2|3			1	1													
260	MainTask1_260	[主]段家锻造	原来是独孤大侠与张女侠留下的剑痕，其时他们武功尚未大成，剑意却已成型，难道后来能成为天下最顶尖的剑客！	前往[FFFE0D]点苍山[-]	前往[FFFE0D]点苍山[-]	[url=pos:test, 489, 960, 310]	[url=pos:test, 489, 960, 310]	200		259	261				1					Exp|30000			1	1					405								
261	MainTask1_261	[主]名剑越女	据闻独孤大侠早年未曾使用「巨阙剑」之前，持越女剑纵横江湖，原来这柄神兵竟然是一位姑娘打造的！	先将等级提升到[FFFE0D]46[-]级	找[FFFE0D]段芙蓉[-]了解越女剑	[url=clientnpcbyidx:test, 157]	[url=clientnpcbyidx:test, 157]	157|200	157|200	260	262	257								Exp|40000			1	1						46							
262	MainTask1_262	[主]亮剑对决	据闻昔日张风大侠忍受叛国之名，一直努力却不被人理解，实在令人敬佩，可惜殒命在南宫灭这个贼人手中！着实可惜！	前往昔日[FFFE0D]决战之地[-]	前往昔日[FFFE0D]决战之地[-]	[url=pos:test, 405, 2550, 9030]	[url=pos:test, 405, 2550, 9030]	158	158	261	263				1					Exp|30000			1	1	[url=dialog:test, 258]				490								
263	MainTask1_263	[主]侠之大者	当年张风大侠一直被人误解，却从未辩解，直到死前才将这个秘密告诉独孤大侠和张姑娘，真是值得敬佩的侠之大者！	询问[FFFE0D]段芙蓉[-]此地有何来历	询问[FFFE0D]段芙蓉[-]此地有何来历	[url=clientnpcbyidx:test, 159]	[url=clientnpcbyidx:test, 159]	159	159	262	264	259								Exp|40000			1	1													
264	MainTask1_264	[主]往日回首	看来段姑娘对当年张风与南宫灭交手的事知道的十分详细，听听她讲述这段故事。	跟随[FFFE0D]段芙蓉[-]追忆当年	跟随[FFFE0D]段芙蓉[-]追忆当年	[url=goanddosomething:test, 490, 7400, 5500, gotofuben, 5, 3, 1]		160	160	263	265			5|3|1	1			1		Exp|150000			1	1													
265	MainTask1_265	[主]飞剑张风	若是当年独孤大侠能够更冷静一些，或许这些悲剧也就都不会发生了，仇恨容易蒙蔽人之双目，此言不虚。	告诉[FFFE0D]段芙蓉[-]多加小心	告诉[FFFE0D]段芙蓉[-]多加小心	[url=clientnpcbyidx:test, 201]	[url=clientnpcbyidx:test, 201]	201	201	264	266	261						1	1	Exp|20000;Item|1968|2;ComposeValue|2|4			1	1													
266	MainTask1_266	[主]穷追不舍	哼！这些刺客真是无孔不入，竟然都追到这里来了，这里环境幽闭，倒真是一个动手的好地方，既然来了，就都别走了！	击败埋伏的[FFFE0D]刺客[-]	击败埋伏的[FFFE0D]刺客[-]	[url=npcanddosomething:test, 1431, 490, autofight, 1]		202	202	265	267				1					Exp|100000	1431|3	1	1	1	[url=dialog:test, 262]												
267	MainTask1_267	[主]巾帼须眉	段姑娘巾帼须眉，但愿她能够安然无恙才好，独孤大侠若是知道往日这些人都因他遭到追捕，恐怕一怒之下会到他们的老巢去……	向[FFFE0D]段芙蓉[-]告别	向[FFFE0D]段芙蓉[-]告别	[url=clientnpcbyidx:test, 201]	[url=clientnpcbyidx:test, 201]	201	201	266	268	263								Exp|40000			1	1													
268	MainTask1_268	[主]四处寻访	华山天险，而且华山已闭门多年，要上去恐怕不太容易，问问附近的村民有没有什么方法吧！	先离开这里前往[FFFE0D]响水洞[-]	先离开这里前往[FFFE0D]响水洞[-]	[url=pos:test, 490, 1720, 7400]	[url=pos:test, 490, 1720, 7400]	162|267	267	267	269				1					Exp|30000			1	1	[url=dialog:test, 264]				406								
269	MainTask1_269	[主]沿路相询	此处人迹罕见，总算是找到了一位村民，但愿他知道如何能够登上华山！	询问[FFFE0D]村民[-]前往华山的道路	询问[FFFE0D]村民[-]前往华山的道路	[url=clientnpcbyidx:test, 161]	[url=clientnpcbyidx:test, 161]	161	161	268	270	265								Exp|40000			1	1													
270	MainTask1_270	[主]路途艰险	前往华山路途遥远，不知道那些对「山河社稷图」觊觎的江湖人士，如今调查到什么地步了。	帮他教训[FFFE0D]大刀侍卫[-]	帮他教训[FFFE0D]大刀侍卫[-]	[url=npcanddosomething:test, 1023, 406, autofight, 1]		162	162	269	271				1					Exp|100000	1023|3	1	1	1													
271	MainTask1_271	[主]有何良策	奇怪，怎地一路上会有这么多人，莫非又是那些对独孤大侠有所图谋之人？此行一路不顺，恐怕要花费很多时间，得问问有没有近道！	告诉[FFFE0D]村民[-]教训过他们了	告诉[FFFE0D]村民[-]教训过他们了	[url=clientnpcbyidx:test, 161]	[url=clientnpcbyidx:test, 161]	161	161	270	272	267						1	1	Exp|40000;Item|222|5			1	1													
272	MainTask1_272	[主]山中樵夫	若是能找到这樵夫的话，可就简单多了，但愿没有被人捷足先登！	到附近寻找[FFFE0D]樵夫的踪迹[-]	到附近寻找[FFFE0D]樵夫的踪迹[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	162|163	162	271	273				1	1	268			Exp|30000			1	1													
273	MainTask1_273	[主]寻求帮助	呃，这也未免太过容易了吧？看起来我还是第一个找到他的……	先将等级提升到[FFFE0D]48[-]级	询问[FFFE0D]樵夫[-]如何能登华山	[url=clientnpcbyidx:test, 163]	[url=clientnpcbyidx:test, 163]	163	163	272	274	269								Exp|40000			1	1						48							
274	MainTask1_274	[主]华山密道	原来这樵夫这些日子都在外游历，刚刚回来碰巧让我撞见，这可真是无巧不成书！否则恐怕他要被劫持走了！	让[FFFE0D]樵夫[-]带路去上山的捷径	让[FFFE0D]樵夫[-]带路去上山的捷径	[url=pos:test, 406, 7650, 14000]	[url=pos:test, 406, 7650, 14000]	164	164	273	275				1					Exp|30000			1	1	[url=dialog:test, 270]				493								
275	MainTask1_275	[主]继续前进	这条密道果然不凡！不知道华山派弟子知不知道……咳咳，但愿他们不知道吧，否则只怕是不管付出多大的代价都得封锁……	与[FFFE0D]樵夫[-]一同前行	与[FFFE0D]樵夫[-]一同前行	[url=taskitem:test, $T]	[url=taskitem:test, $T]	175	175	274	276				1	1	271			Exp|20000			1	1													
276	MainTask1_276	[主]昔日之事	我记得独孤大侠也层登上华山，不知道这位樵夫是不是就是当年那位带独孤大侠上山的人！	问[FFFE0D]樵夫[-]有否带独孤剑上山	问[FFFE0D]樵夫[-]有否带独孤剑上山	[url=clientnpcbyidx:test, 173]	[url=clientnpcbyidx:test, 173]	173	173	275	277	272						1	1	Exp|30000;Item|1104|1			1	1													
277	MainTask1_277	[主]寻找柴枝	这密道着实有些寒冷，若非我有内力在身，恐怕也会觉得如坠冰窖，去找点木柴生生火吧！	到附近[FFFE0D]收集一些柴枝[-]	到附近[FFFE0D]收集一些柴枝[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	174	174	276	278				1	1	255			Exp|30000			1	1													
278	MainTask1_278	[主]生火取暖	这里不适合生火，到前方看看有没有合适的地方。	找个合适的地方[FFFE0D]生火[-]	找个合适的地方[FFFE0D]生火[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	174	174	277	279				1	1	256			Exp|30000			1	1													
279	MainTask1_279	[主]继续询问	原来如此，这条密道竟是他们家代代相传的秘密，虽然并没有什么了不起的……	问问[FFFE0D]樵夫[-]接下来的事情	问问[FFFE0D]樵夫[-]接下来的事情	[url=clientnpcbyidx:test, 173]	[url=clientnpcbyidx:test, 173]	173|176	173	278	280	275								Exp|40000			1	1													
280	MainTask1_280	[主]牢笼旧事	现在这樵夫总该告诉我当年到底独孤大侠是怎么上华山的了吧，不过这樵夫年纪有些轻，不像是他啊……	让[FFFE0D]樵夫[-]告诉你事情的经过	让[FFFE0D]樵夫[-]告诉你事情的经过	[url=goanddosomething:test, 493, 5730, 6370, gotofuben, 5, 4, 1]		174|176	174	279	281			5|4|1	1			1		Exp|150000			1	1													
281	MainTask1_281	[主]继续询问	原来如此，这条密道竟是他们家代代相传的秘密，虽然并没有什么了不起的……	问问[FFFE0D]樵夫[-]接下来的事情	问问[FFFE0D]樵夫[-]接下来的事情	[url=clientnpcbyidx:test, 173]	[url=clientnpcbyidx:test, 173]	173|176	173	280	282	277						1	1	Exp|20000;Item|222|5			1	1													
282	MainTask1_282	[主]寻找野果	这樵夫未免过分了……若非我有求于他，实在是……他能好好活到今日也真是不容易……	到前方寻找[FFFE0D]果树[-]	到前方寻找[FFFE0D]果树[-]	[url=taskitem:test, $T]	[url=taskitem:test, $T]	174|176		281	283				1	1	278			Exp|30000			1	1													
283	MainTask1_283	[主]采集果子	这樵夫真是……罢了罢了，正好腹中也有些饥饿，到附近找些果子来吃！	到附近[FFFE0D]采集一些果子[-]	到附近[FFFE0D]采集一些果子[-]	[url=npc:testtt,1275,493]	[url=npc:testtt,1275,493]	174|176		282	284				1	1				Exp|30000			1	1													
